,date,review,rating,isEdited,userName,title,developerResponse
10,2021-12-30 02:02:53,야한 영상을 올리는데 신고를해도 가이드위반이 되지 않고 막 벌레도 먹고 피도 나오고 아동학대영상도 나오고 무서운 귀신도 나와 잠을 잘 못잔적도 많아요 그리고 만12세 이하의 어린이들이 너무 많네요 다들 잼민이 잼 여잼 남잼 이러는데 아직 어린나이인데 상처받으까봐 걱정되네요,5,False,채아❤️‍🔥,이상한 중국인이 너무 많네요,
11,2023-02-13 16:23:59,어떤 분이 제가 옛날에 올렸던 제 얼굴 사진과 제가 남겼던 글들을 모두 캡쳐해서 올리셨습니다.제가 어렸을때라서 인식을 잘 못하는 나이에 막 올려서 너무 부끄럽고 수치심을 느낍니다. 제발 이 글 보시고 연락 주세요. 너무 힘들고 그 분이 몇년 전에 올리신걸 최근에 알게 된거라서 탈퇴 하셨는지 팔로우도 안받고 제 댓글도 안보십니다. 제 얼굴 사진을 마음대로 올린거니까 영구정지가 되면 안보일까 해서 매일매일 신고도 넣고 있는데 바뀌는게 없습니다. 관리자님이  꼭 지워주세요. 하루하루가 힘들고 지옥같아요. 혹여나 애들이 볼까봐 너무 두렵습니다.,5,False,Jae wook1,관리자님 이 글 꼭 봐주세요,
12,2023-02-07 07:51:46,제가 틱톡 계정을 열심히 올린 계정 2개가 삭제 됬어요 아LI 얼마나 계정을 삭제 하시는거죠? 제가 얼마나 추억을 쌓아온건데 복구도 안돼요 하 진짜 틱톡 할맛이 점점 없어져서 진짜 너무 속상하네요 추천은 엄청 잘 띄બ주는데 저의 계정이 계속 지워지네요,3,False,배그하고 싶은데 ㅠㅠ,아LI 읽어보세요,
13,2022-07-20 05:34:08,"악성 유저들이 득실거려요. 댓글에 문제점이 발생하면 확실히 조치를 취해줬으면 합니다. 이런 리뷰가 한두개도 아니었을텐데 여태껏 고쳐지지 않은것을 보니 실망입니다. 그 다음 성적, 폭력적인 영상이 추천에 많이 뜹니다. 틱톡 유저들이 12세 이하인 경우가 많은데 이건 바로바로 조치를 취해주세요. 외국인 유저들이 라이브 방송으로 자신의 성기를 노골적으로 보여주는 것을 보게되어서 신고를 했는데 신고가 먹히지 않더라구요? 어린 아이들이 이런거 봐서 배울게 있겠어요? 남에게 상처를 주는 악성 악플러들은 키보드 뒤에서 남을 까내리며 좋아요를 많이 받습니다. 틱톡 관리자가 조치를 제대로 취하지 않아서, 순수한 유저들이 상처를 받는것에 대한 일에 무관심해서 틱톡만의 문제점이 넘쳐나고, 악플이 줄지 않는겁니다. 개인정보가 유출되는 문제도 많았고, 이러니 틱톡을 믿지 못하는 사람들이 많은겁니다. 틱톡 중독되어서 어린 나이에 못볼꼴 보기전에 어린 친구들은 틱톡 다운로드하는거 생각 좀 해봐야 겠어요. 또 요즘은 한 동영상에 다른 음원이 겹쳐서 들리는 문제점이 있는데 이게 다른 영상으로 내려가거나 나갔다가 들어와도 고쳐지지 않습니다. 개선 부탁드려요",1,False,ㅗㅇ오ㅓㅇ노ㅗ앙,갈수록 심해지는 틱톡의 문제점,
14,2020-02-17 07:39:05,"안녕하세요 저는 틱톡에서 소소하게 영상을 올리는 틱톡커(?) 인데요 제가 생각하기엔 제 영상이 커뮤니티 가이드라인을 다수 위반한거 같지는 않은데  제 계정이 가이드라인은 어겨서 신고를 당해 영정됬다고 뜨더라고요 ㅎㅎ😓
팔로우숫자는 적지만 소중한 팔로워분들이 있는계정을 아무이유없이 영정시켜서 괭장히속상하네요😭 복구가 가능할까요??",5,False,뱁새🕊,계정이 아무런 이유없이 영구정지 당했네요😭,
15,2023-07-15 14:25:12,틱톡 광고에 토시오라는 귀신이 떠서 너무 무서워요 트라우마 생겨서 잠도 못자겠고 창문도 못쳐다봐요 님들이 광고 이상하게 만들어서 이렇게 된거니까 사용자 하나 날린거라고 생각하세요.. 여러분 틱톡 지우세요 이상한 광고 되게 많이 뜨고 저 트라우마 생겼어요 니들이 책임지세요 틱톡.. 나 잠 못자잖아요; 죽이고싶다,5,False,토카월드 좋아하는 사람,제발 이 글좀 읽어주세요,
16,2022-11-22 14:48:39,제가 어릴때 찍은 영상이 남은 계정이 있는데 번호찾기로 인해 친구들이 찾았어요… 제가 전화번호를 바꿔서 계정 로그인을 할려고 아무리 노력해도 안되더라구요 ㅜㅜ 그걸로인해 친구들이 놀리고 유포하기 때문에 너무 힘들어요… 아무생각없이 찍어 올린 적도 잘못이지만 저학년때라 몰랐나봐요.. 계정 삭제 부탁드려요 ㅜㅜ 그일로 인해 경찰도왔지만 그냥 부모님 상담정도만 하고 애들이 끝까지 기억하더라구요 ㅜㅜ,1,False,로블록스 하지마세여,제발 읽어주세요 제작자님 ㅜㅜ,
17,2020-03-21 08:06:26,안녕하세요 예전부터 틱톡이라는 앱을 사용해오는 유저입니다 🙃 요즘들어 틱톡에 업데이트가 많아져 앱을 사용하는데 좋으면서도 예전 틱톡이 그리워 지는게 있는데 현재 업데이트중 보정에 관한것들이 업데이트도 하고 틱톡 테스트참여등을 해봤는데도 여전히 보정에 대한 업데이트는 아직까지 안되더라구요 업데이트를 모든 유저가 동일하게 사용 가능하도록 하는것을 부탁드립니다 🥺🥺,4,False,틱 to the 톡,업데이트에 대해서,
18,2022-12-03 01:22:22,"안녕하세요 한 고등학생 입니다 틱톡은 12세 이상이지만 어린애들이 엄마 아빠 번호로 해서 틱톡에 가입하는것 같더라고요 그래서 ㅇㅇ님 영상 등 개념없는 아이들이 그 영상에서 악플을 달고, 타돌 아이돌을 비하하는 등 도를 넘는 행동이 지속되는것을 보고 있습니다 이러는걸 보면 우리나라 이미지가 어케 되겠습니까.. 어린애둘이 부모님 번호로 가입 못하게 제발 전화번호로 가입하는 것은 없애주셨으면 좋겠습니다..",1,False,킴킴하람,제발 이글 읽어주세요,
19,2023-08-17 02:23:56,일본애들이 세월호침몰가지고 장난치는거 폭력적이고 노골적인 컨텐츠로 신고했는데 언제까지 검토만 할건가요? 잘못이 명확한데 다른건 그렇다쳐도 빨리 조치해야하는거 아닌가요? 다른건 바로바로 아니라고 답해주던데 이건 아니죠,1,False,브롤 좆까라,신고하면 왜 조치를 안해주세요?,
20,2021-07-10 08:11:42,혹시 이거 보고 까시는거면 진심 깔지마세요.중국에서 만든앱이라서 이상한 영상하고 동물을 장난이라고 죽이고 그래요..그래서 저도 리뷰쓰고 바로 지울려고요!그리고 밖에서 하면 데이터 엄청나가요..배터리는 한5분보면 7프로 달고요...공부에 집중인되고 미국 박사가 이앱이 아이들 두뇌에 좋지않데요!!!!,5,False,🤬너무 싫어🤬🤮,Xxxxxxxxxxxxx,
21,2023-01-31 04:47:13,"이 앱은 중국앱 입니다.
깐지 한달도 안됐는데 얼마전부터 와이파이가 안터지더라고요? 가족들은 와이파이가 다 돼는데 저만 안터져서와이파이를 다시 연결도 해봤는데 그래도 안돼서 폰에 문제가 있구나 생각했어요 알고 보니까 틱톡 때문이더라고요 틱톡이 옛날부터 해킹? 당한다고 해서 별 문제 없겠지 생각했는데 깔아봤더니 이상하게 와이파이가 안터지고 유튜브 안돼서 틱톡이 진짜 문제가 있나? 하고 지웠어요 지운지 20분정도 돼니까 와이파이가 잘됐어요 이게 틱톡 때문인지는 모르겠는데 일단 실제로 이 틱톡 때문에 해킹? 당하신분들도 있고 그러니깐 이 앱 깔지 마시길 바랍니다..",1,False,틱톡 깔지 마세요,틱톡,
22,2019-04-29 17:05:44,어차피 유튜브도 유료결재안하면 무조건 5초 광고는 뜹니다. 구지 그걸 틱톡에 와서 광고깔지 말라는건 무슨 심보인가요. 광고보기싫으면 유료결재 하시던지 아니면 5초참고 보시던지 하셔야지. 세상공짜 없습니다. 저는틱톡 광고보다 틱톡에 흥미갖았고 전세계 유명인들과 전세계인들의 습관 습성 그리고 문화를 배우고 있습니다. 솔직히 패북이나 인스타보단 보는게 다양해서좋고. 유튜브처럼 길지않아서 좋고. 모든게 완벽합니다. 여러분 틱톡을 욕하시지마시고 흐름에 같이 따라가보는건 어떠실지.. 굉장히 저는 많은 교훈도 감동도 재미도 받고있는중입니다. 동영상유머의 출처 대부분은 틱톡인거 아시는지요. 세계적인 어플이라생각함. 저는 별5개주고감. 대신 악플신경쓰샤애할듯요. 불쾌감을 주는단어등등은 하트표시로 바꾸게끔 하는게 좋을것같아요. 댓글이 아주 악플은 19금 악플도있고 해서 보기안좋아요,5,False,콰이싱짜,유튜브 광고 틱톡에 버럭하시는분들 보시오.,"{'id': 8457644, 'body': '안녕하세요. 좋은 평가를 해주셔서 감사합니다. 저희 앱을 이용하실 때 불편한 점이 있으시면 앱 내에서 피드백(개인 홈페이지-우측 상단•••-문제 피드백)을 보내주실 수 있습니다. 틱톡은 여러분의 피드백 하나하나를 중요시합니다. 감사합니다.', 'modified': '2019-05-01T04:21:36Z'}"
23,2023-02-10 17:15:52,댓글에 자신 나라 사람들이 단 댓글만 볼 수 있는 필터 기능이 생기면 좋을 것 같아요!! 방금 전 까지 한국인들 댓글들이 많았는데 몇 시간 뒤 보니까 다 댓글이 밑으로 내려가고 다른 나라 분들이 다신 댓글이 위에 있더라구요ㅠㅠ 아무리 내려도 댓글이 많으면 자신의 나라 댓글이나 다시 보고 싶은 댓글을 못 찾겠어요ㅠㅠ 댓글 필터 기능 생기면 좋을 것 같아요!!,5,False,캄리안,댓글에 추가 되면 너무 편할 것 같아요ㅠㅠ,
24,2023-02-12 21:59:37,"로그인 할때마다 생일 입력하는데 12+인데 왜 계속 조건이 충족되지 않았다 반복입니까, 12세 이상이면 된거 아닌가요? 올해로 15세가 됐는데 아직도 못하고 있습니다 왜 계속 조건이 충족 되지 않는건가요? 제가 모르는 조건이라도 있는건가요?",2,False,으아으으아,12+이라면서,
25,2023-02-06 03:44:23,어느 분이 제 이메일주소를 도용하여 틱톡을 가입하였습니다. 지난주부터 자꾸 틱톡에서 메일이 오길래 스팸인가 하고 무시하다가 오늘 확인해보니 이메일 주소가 도용 당했네요.  이 놈의 앱은 고객센터도 없나요? 도대체 어떻게 대응하고 계정을 없애야 하나요? 로그인을 위해 어쩔수없이 앱을 설치는 했지만 불쾌감이 이만저만이 아니네요.,1,False,3년폰,이메일 도용되어 가입되어짐,
26,2022-10-25 13:49:03,틱톡 뭐하세요? 저작권침해 영상들이 엄청나게 유포되고 있는데 이런 영상들 못올리게 관리하진 못할망정 불법이라고 내리라고 말좀 들으라는 댓글들은 열심히 댓글을 삭제하고 심지어 댓글을 못달게 하네요… 신고를해도 “불법에 해당되지않음” 이따구로 뜨는데 이럴꺼면 신고 기능 왜만들어 놓으셨어요? 불법 컨텐츠 폐지하는게 그렇게 힘드신가요? 영상 주인들은 멋대로 올리지 말라고 신신당부를 하는대 개무시하는 우리 잼민이들 관리 못하는 틱톡도 제일 문제네요 이런 틱톡에 실망해서 사실 별점 1점 주는것도 아깝네요 틱톡에 별점 줄빠에 중국 양산형 게임에 별점5를 주고 현질까지 하지,1,False,니얼굴 ㅇㅇ ㅋㅋㄹㅃㅃ,이건 선넘었죠,
27,2018-01-08 02:51:51,유투브때문에 개빡쳐서 리뷰할려고 깔앗어요 대체 뭐하는 어플인지 진짜 하나도 모르겠어요. 무슨 의도로 만든건지 대체...? 페북에서 보던 중2병 급식 컨셉을 그대로 해가지고  유튜브 볼때마다 쌋시스시소?하면서 옘벼엉떠는거 영상볼려고 할때마다 5초 스킵해야하는거 정신병 걸릴것같아요. 그리고 광고비 얼마나 줬으면 무슨 영상 10개보면 반절이상이 이 어플 광고인지.. 제발 광고좀 그만 띄워줘요. 전 이어플이 악의 없엇는데 광고때문에 이어플만 보면 욕이나와요 진짜로 슈우바알 ㅡㅡ 저 같이 항마력 조온나 약하신분들은 다 저처럼 빡쳐라합니다 제발 광고좀 그만띄워요 개빡쳐요 어플은 바로 삭제합니다,1,False,뿥뿥이,유튜브 광고좀 그만띄워주세요 부탁드려요,
28,2023-03-08 07:42:36,아니 제가 샤워하기 전에 혼자 뻘짓하는 영상 찍고 그냥 틱톡을 나왔는데 영상이 올려져있더라고요? ㅇㄴ 옷도 좀 벗은 상태였다고요 혼자 제로투 추고 하입보이 추고 했는데  이게 말이 되나요 ㅠㅠㅠ 심지어 전 알림 떠서 알았어요 1시간동안 올려져 있었고요 같이 덕질하시는분이 하트까지 누름 ;;; 틱톡 이거 주의하세요 여러분 영상 찍고 나가시면 안됨,1,False,연하-유트버-,여러분 안올릴 영상찍고 틱톡 나가면 안돼요,
29,2023-02-26 05:26:11,"영상 이상한게 나와도 영상 잘 보고있었는데 이번에 갑자기 누가 하늘나라 가셨다고 첫번째 화면에 사람시체가 감싸져있는걸 찍어서 올리질 않나 제가 저번에 욕이 나오는 영상 올렸을땐 바로 제지 되더니 그영상은 좋아요가 6천개던데 연령대를 보면 그런거 부터 먼저 제지 해야하는거 아닙니까  연령대를 성인으로 올렸었으면 이해 하겠는데 사람시체가 덩그러니 천조각에 사람형태 보이는걸 첫화면에 올려놓고 하트 많다고 안내리는거같은데 그거때매 지금  틱톡 바로 지웠습니다  다시는 사용 할 일 없을듯합니다 뭐 다른 리뷰에 도움이된다 , 별 5개 리뷰들은 추천이 어떤걸 떳는지 모르겠지만 이해가 안가고요 추천 넘기다보면 가끔씩 라이브 나오는데 머리만 엄청큰 징그러운 사람 이런것도 안보기 했는데 자꾸 추천화면에 뜹니다  틱톡 괜히 해서 눈 다배렸습니다 개선 부탁드립니다 진심으로",1,False,틱톡후기이걸로 정리한다,이게 트위턴지 틱톡인지 모르겠다,
30,2017-12-20 16:14:34,"제발 유튜브에서 그 옘병할 광고좀 빼주시면 안될까요? 음악과 연기자와 광고 컨셉 삼박자가 완벽하게 맞물려 정말 역대급 엿 같은 광고가 탄생한 것은 기념하고 싶은 일이겠으나 유튜브를 볼 때마다 나오는 광고에 이제는 신경쇠약이 걸릴 지경입니다. 앱을 사용해보기도 전에 이렇게 엿같은 이미지를 구축할 수 있다는 것이 놀라울 따름입니다. 2011년도부터 앱스토어 쓰면서 리뷰에 욕을 단 적은 없었는데, 오늘도 영상 세 개에 이 광고 네 개 보고 정말 무슨 생각으로 만든 광고인지 진심으로 울화가 치밀어 여기에라도 올립니다. 제발 광고좀 작작 띄워주세요. 앱은 바로 삭제했습니다.",1,False,Redskulls,리뷰 달려고 깔았습니다. 제발 옘병할 광고좀 그만 뜨게 해주세요.,
31,2021-06-20 00:41:29,진짜 어이없는 일 일어났네요ㅋㅋㅋㅋ 욕이라고는 들어가지도 않은 댓글을 달았는데 무슨 3일간 댓글 정지 라네요 제가 댓글 정지를 몇번이나 당해봤는데요 이의제기 할 때 해명 좀 할 수 있게 해주세요 제가 왜 그랬는지 설명을 해야죠 그냥 이의제기 버튼만 있고 누르면 지가 알아서 판단하네요? 그렇게 해서 풀어줄거면 왜 댓글 정지 한거예요? 그리고 저번에 댓글 정지 당했을 때는 댓글에 욕이 좀 들어가 있었어요 근데 그건 영상에서 뭐 실험해보라고 해서 한번 해본거나 아니면 영상에서 이모티콘 뭐 해보라고 했다가 정지 된 것이고 그건 고작해야 1일 정도밖에 안됐어요 그리고 이의제기 하면 풀어줄 때도 있었죠 그런데 욕은 보이지도 않는 댓글이고 이상한 말도 없고 좀 그런 말도 안 했는데 댓글 정지 3일 에다가 이의제기 해도 안 풀리네요 ㅋㅋㅋ 일 제대로 하세요,5,False,ㅎㅎ좋아요ㅎㅎ,댓정,
32,2023-01-20 14:40:49,너무 재미있어요 근데 추천 좀 띄어즈시면 감사하게습니다🤣🤣🤣,5,False,설아̐̈,너무 재미있어요,
33,2020-06-30 09:52:07,틱톡 업데이트를 하면 3분 권한 준다고 해서요 ㅠ 그리고 영상의 길이가 최대 59초까지인데 너무 짧아요 ㅠㅠㅠㅠ 최대 3~4분까지 늘려주세요! 여러 사람들이 내용을 영상에 다 못 담아 (영상 길이 때문에) 불편하시다고 하고 저도 그래서 ㅜ 영상 길이를 좀만 더 길게 빼주시면 틱톡은 딱히 문제 없고 더 좋은 어플이 될 것 같아요 ㅎㅎ 예전부터 영상 길이 때문에 고생 많이 했었는데 그 점만 어떻게 수정해주시면 정말 좋아질꺼예요^^ 죄송해요 ㅠ 글이 좀 길죠?? ㅠㅠ 암튼 제 글 읽어주셔서 감시합니다! 좋은 하루 되세요~,5,False,원스_쮸💖,영상 길이 늘려주세요 (3분 권한 주세요!),
34,2020-10-25 21:46:43,안녕하세요 관리자님 전 틱톡만 하루종일 하는 사람인데요!! 제가 열심히 모았던 팔로워랑 하트가 한순간에 다 사라졌어요.. 허위신고 인지 아니면 관리자님이 계삭을 시키겼는지 전 정확히 모르지만 진짜 슬프네요! 저랑 아는 지인들도 계삭이 됬더라구요 ㅠㅠ 계정을 얼른 복귀하고 활발하게 생활하고 싶은데 도와주세요 ㅠㅠ,3,False,활발한 틱톡커,정말 좋은데 슬프네요,
35,2021-07-08 00:30:38,아 진짜 미쳐버릴거같아요 어제도 친구랑 1시간 넘개 열심히 겨우 성공한 영상이 있는데 계삭 때문에 없어졋어요 하.. 그리고 계삭된 이유가 자꾸 나이 어리다고 삭제하는데 솔직히 틱톡을 초딩이 하지 누가해요 ;; 요즘 초딩들만 하는데 쓸때없는 나이 제한만 걸어놓고 틱톡을 요즘 사람들은 어케 하라는 말입니까 제발 정말 스트레스 받아 죽겟는데 틱톡이 재미있어서 그것도 못 끊잖아요 계정 어케든 돌려주세요,5,False,스티커 내놔,아 진짜 너무 짜증나요 돌려주세요.,
36,2020-12-14 10:57:26,어떤분이 허위신고를 하셔서 제 계정이 영구정지 되었습니다. 빨리 복구 해주셨으면 좋겠네요. yeowon0613 이 계정이 정지되었습니다.,5,False,아미 여원,틱톡 계정 허위신고때문에 영구 정지 되었습니다,
