,date,developerResponse,review,rating,isEdited,userName,title
10,2022-12-25 06:30:38,"{'id': 33944578, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2022-12-27T00:18:10Z'}","앱 자체가 분류도 좋고 깔끔함. 아마존 주문 편해서 처음으로 해외구매도 해보고, 홈플러스나 이마트앱 없어도 11번가 앱으로 모두 다 주문할 수 있단 장점이 있음. 쿠폰 보내고 싶으면 선물하기로 쉽게 보내면 됨. 라이브 방송 가끔 보는데 재밌음. 11번가에 등록된 상품도 많고 대충 입력해도 알아서 잘 찾아줌. 가격도 타사보다 적당한 느낌일 때가 많음. 꾸준하게 리뷰 작성한 뒤에 신청하면 신상리뷰단에 뽑아주는데 이거 괜찮음. 각종 건강식품이랑 생활용품 받아서 써볼 수 있음. 선착순이라 경쟁이 좀 심하긴 함. 그리고 알림 설정해놓으면 앱이 내가 잊어버린 상품 알려주고 출석해서 포인트 받으라고 알려줌. 가격대 보면서 기다리다가 명절이나 특별한 날에 쿠폰 실컷 받고 포인트랑 카드할인 등등 받으면 알뜰한 구매 성공!",5,False,뭐임묘?,좋음 깔끔해서.
11,2018-01-19 01:56:07,,"시스템 자체가 반품, 환불이 어려운 시스템이네요.
상품을 반품하려고 반품을 누르면 해당상품은 인터넷상 반품이 불가하고 해당 업체로 직접 문의하라고 나와요. 당연 해당 업체는 전화는 안받고요. 그래서 문의하기로 남겼더니 며칠 지나고 회수해가겠다고 답변.. 회수해가고 열흘이 지나도 무소식.. 다시 문의하기로 문의.. 며칠 있다가 상품 잘 받았으니 환불절차 처리하겠다고 답변.. 또 열흘이 지나도 무소식.. 다시 문의하기로 문의.. 며칠 있다가 답변이 왔는데 자기네들은 환불처리했다고함.. 전화로 판매자 고객센터에 전화했더니 자기들은 환불처리했으니 11번가에 전화하라고 함.. 11번가에 전화했더니 확인후 처리해주겠다고하고 저녁에 직권취소로 환불해주겠다고 문자옴.. 오늘 환불되었네요.
참고로 작년 12월 18일 반품접수했고 1월 19일 환불완료..11번가 고객센터는 즉각전인 처리가 이루어지나 판매자에 주어지는 반품처리 권한이 타업체는 인터넷으로 쉽게 처리되는데 여긴 판매자에게 전화해서 접수하라는 옵션이 있어 판매자가 게으르거나 귀찮거나 처리를 늦게하면 소비자의 피해(시간낭비, 번거러움, 짜증)로 이루어지는 정말 구시대적인 시스템임.. 예전에도 반품하기 힘들었는데 그러려니 했지만 이번에 질려버려서 이렇게 장문의 글을 남깁니다. 저는 앞으로 11번가 사용안할겁니다.",1,False,Umblanc,"반품, 환불이 어려운 쇼핑몰"
12,2020-08-11 04:04:41,"{'id': 17228754, 'body': '안녕하세요. 11번가입니다. 고객님의 11번가에 대한 많은 관심 감사드립니다.', 'modified': '2020-08-12T06:42:17Z'}","11번가는 가격비교로 들어갔을 때 네이버랑 다르게어디서 파는지 알려주고 선택할 수 있게 메뉴로 떠요.
그리고 꾹이란 서비스 덕분에 이밴트가 좀 많아진 것 같아요.",5,False,선유셀리,11번가는 쇼핑앱의 왕
13,2019-07-13 17:29:53,,"쿠팡 위매프 티몬 등등 타 쇼핑몰사이트에 비해 할인쿠폰이나 할인제도가 완전 없음
VIP 1년이 넘었지만 뭐 쓸데없는 쿠폰만 130개 넘개 있고 정작 필요한거 살때 사용할수 있는 쿠폰 없음
걍 적립 많이해주는 쿠팡으로 갈아타려함",1,False,정쓴요,11
14,2022-12-25 03:13:38,"{'id': 33944563, 'body': '안녕하세요. 고객님! 11번가에 관심 가져주셔서 감사합니다. 보다 나은 서비스 제공을 위해 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.\r\n', 'modified': '2022-12-27T00:16:40Z'}","웬만한 인터넷 쇼핑몰 앱은 다 설치해서 사용하고 있는데, 11번가 앱이 그 중에서 가장 직관적으로 카테고리와 메뉴 정리도 장 되어 있고, 속도도 빠르고 안정된 앱인 것 같습니다. 예전에는 카드사나 캐쉬백 제휴몰 경유하면 11번가 혜택을 못 봐서 아쉬웠는데, 요즘은 경유해도 똑같이 혜택을 받을 수 있어서 너무 좋습니다. 그리고 취소 환불도 빠르고 정확해서 더 좋은 것 같습니다. 또한, 11번가의 선물하기 기능도 선물을 주고 받는 재미가 있어서 쇼핑을 더 신나게 해줍니다! 이벤트도 다양하고 참여하는 재미도 있어서 항상 11번가 접속하는게 즐거울 정도예요~*^^* 결정적으로, 11번가가 최고인 이유~ 아마도 11마존이리는 아마존 서비스와 우주패스 혜택인 것 같아요~ 이 두혜택은 아마존 물건을 미국 사람들 보다 더 저렴하게 구매할 수 있게 해주고, SKT 멤버쉽 혜택을 풍성하게 해주죠!!! 다만 아쉬운 점은 11번가에서 직접 운영하는 슈팅배송의 경우, 한진택배로 배송이 되는데, 한진택배가 배송이 그다지 빠르지 않고, 중간 허브에서 물건이 한참 머물다 오는 경우가 있다는 것입니다. 이 점만 개선하면 더 좋을 것 같아요! 앞으로 더 나아질 11번가를 기대해 보도록 하겠습니다~*^^*",5,False,wook6028,쇼핑몰 앱 중에서 가장 직관적이고 빠른 앱!
15,2023-01-29 16:15:58,"{'id': 34577485, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-31T01:05:28Z'}","굉장히 많은 이벤트와 결제수단, 상품들 및
메뉴들이 많은데 한번을 버벅이지 않고 수월하게 사용할수있어서 너무 좋습니다! 타 쇼핑앱을 거의 다 이용해봤지만 11번가 만큼 속도빠르고 쾌적한 앱은 없는거같아요! 매번 너무 잘쓰고 있습니다! SKT 회원에다가 우주패스까지 이용중이라 아마존 구매도 자주하네요 ㅎㅎ 쉽게 못살 아마존 물건들도 빠르게 구매할수있어서 매우 만족합니다! 2023년도 더더 번창하는 11번가 되시길 바래요!:)",5,False,매일매일해피하자,11번가는 별 5개도 부족해요!
16,2017-11-20 12:37:28,,"인증 되지 않은 업체 등록해주지 않나
ㅡㅡ 해외직구 했다가 업체 연락안돼서 고객센터에다 전화해서 물어봤더니 업체랑 연락 안되는건 고객센터랑은 상관없다 본인이 직접 알아서 연락해라해서 공정위에 신고해서 겨우 환불받음ㅡㅡ 
다른 쇼핑몰은 모르겠지만 11번가 고객센터에서 대하는 태도가 영 말이 아님 ㅡㅡ 판매자와 연락안되면 그냥 돈은 버려라는 뜻과 마찬가지인 태도로 대응ㅡㅡ",1,False,iPoneX MAX,진짜 최악임
17,2017-09-13 13:34:19,,"그냥 쇼핑어플리케이션만이 아닌 게임,영상,유틸 수많은 어플을 써왔지만 이렇게 최악인 어플은 처음일정도
로그인부터 막막함 일단
11번가 계정만드는 조건이 내입장에선 까다로운 편이라 네이버로그인 페이스북로그인을 시도해봤지만 장식일뿐 사실 로그인이 아니라 ""연동"" 임 정말 쓸모없는시스템 어떡게든 끌어모을라고 로그인이라는 말로 포장해놓음 계정만들때 비밀번호 조건에 아이디랑 겹치는 문자 3자만들어가도 비로 컷임 어쩌라는거임 더이상은 나도 쓰기귀찮아서안쓰겠음 절대 다운받지마셈",1,False,무외사자,최악중에 최악
18,2023-09-14 02:31:55,"{'id': 38967334, 'body': '안녕하세요.고객님! 11번가입니다. 서비스 이용에 불편함을 드려 죄송합니다. 보내주신 의견은 검토하여 향후 개선될 수 있도록 노력하겠습니다. 보다 나은 서비스 제공을 위해 다양한 의견에 귀 기울이는 11번가가 되겠습니다. 감사합니다.\r\n', 'modified': '2023-09-18T01:31:33Z'}",메인 화면 로딩 속도가 너무 느리네요. 동영상 재생도 해제 해놨는데. 개선 바랍니다.,2,False,패션후르츠에이드,앱이 너무 무거워짐
19,2017-11-11 12:52:01,,"잘되다가 언제부터인지 모르겠지만 렉이심함
페이지 넘어갈때 로딩걸리는건 기본이고,
일시적인 네트워크 오류로 접속할수 없다고 함
스크롤시 버벅거리고, 일부 이미지는 로딩조차 안됨
접속자가 많아서 그런가 했는데, 안드로이드폰으로 확인결과 아이폰앱 문제가 분명함",1,False,Farm--,정신차려
20,2023-05-01 04:24:41,"{'id': 36293826, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-05-03T00:24:36Z'}","다양한 의상과 신발 그 외 모자나 선글라스 안경과 같은 세계적인 유니크한 의상들을 살 수 있다는 게 너무 좋습니다!
11번가에서 배송대행지 역할을 해주고 배려해준 덕분에 많은 사람들이 감사해하고 있고 저도 그렇습니다! 어찌보면 이것도 선한영향력이 아닐까 싶어요. 해외직구는 사기도 많기때문에 이렇게 확실하게 구매가 가능하다는 게 가장 강점 같습니다! 이상으로 리뷰를 마칩니다! 감사합니다!",5,False,은일손,다양한 의상과 신발 ect 구매!
21,2018-01-25 07:55:14,,"주문 입금까지 다 했는데 판매자는 연락두절.
그래서 주문 취소 하고 환불 기다리는데 그게 어느덧 3주가 지났네요.
11번가 그쪽에서 관리를 하셔야지 이 문제를 왜 고객들이 판매자한테 연락을 해서 주문 취소시키고 또 11번가 한테 전화해서 까다롭게 환불절차를 밟아야 하는거죠? 그쪽들이 돈 벌고 싶은건 알겠는데 이건 아니죠. 솔직히 거기 직원들 놀고 먹는거같습니다 특히 고객센터요",1,False,jhj0706,개쓰레기같은 어플은 첨보네요 (빠른 피드백 해주세요)
22,2020-02-03 08:55:01,"{'id': 13304400, 'body': '안녕하세요. 11번가입니다. \r\n\r\n먼저 이용에 불편을 드린 점 죄송합니다. \r\n\r\n자동로그인 해제 오류는 2/5일 15시경 조치되었습니다. \r\n\r\n다시 로그인해주시고, 오류가 지속될 경우 앱 재설치 부탁 드립니다. \r\n\r\n감사합니다.', 'modified': '2020-02-05T08:50:41Z'}",몇일째 자동로그인 계속 풀려서 들어갈때마다 수동으로 로그인 하고 있어요 자동로그인 체크 되어있는데도요!!!! 몇년째 11번가 앱 사용하면서 이런적 처음인데 빨리 오류 수정 부탁 드려요 너무 너무너무xn 불편해요,1,False,별명대체뭐라고해야함,자동로그인 왜 안돼요????
23,2022-10-26 07:02:05,"{'id': 32830444, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 다양하고 풍성한 혜택을 제공할 수 있도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.\r\n', 'modified': '2022-10-28T02:47:21Z'}","매년 11월에 11번가랑 다른곳에서도 할인을 크게 하는 시기라 계속 눈여겨 보고 있습니다. 올해도 어김없이 진행하는 그랜드십일절 대비해서 몇달동안 돈 아끼고 존버하고 있었는데, 제가 사고 싶은 TV랑 청소기 등 세일하고 있어서
냉큼 예약구매했습니다. 이것저것 쿠폰에 적립 생각하면 역대가라서 고민도 안하고 바로 결제박았네요. 예약구매라서 아직 배송시작은 안됐지만, 11월 넘어가면 빠르게 오겠죠 ㅎ 싸게 잘 샀습니다",5,False,sseyya,좋네용
24,2022-12-26 12:04:43,"{'id': 34034140, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-02T00:21:43Z'}",11번가앱 사용하기 너무 좋습니다. 첫째로 앱의 디자인이 뛰어납니다. 앱 접속할때 보이는 시원한 빨간색이 시선을 사로잡아서 쇼핑하고싶은 욕구가 마구 드네요. 둘째로 앱이 속도가 빨라서 보고싶은 상품 상세사항을 빠르게 알수 있어요. 앱이 반응성이 빠른것같아요! 셋째로 상품 검색이 잘되서 필요한 상품을 회사별로 잘 파악할 수 있고 무료배송이나 필터 이런것들이 잘되어있어서 검색하기 좋습니다. 조금 아쉬운 점이 있다면 요즘 행사를 많이안해서 다른데보다 엄청 싸다고 느끼지는 못하는거 같아요~! 그래도 11번가 자주 이용하고 있는데 잘 쓰게 해주셔서 감사합니다 ^^,5,False,초장v3,11번가앱 좋아요!
25,2018-07-15 10:45:22,,"아이폰 앱을 만들지 말던가..
안드로이드는 문제 없는데 아이폰 앱은 맨날 문제..
오케이캐쉬백이 젤 심하더만 이젠 11번가까지..
열라 짜증나네요... G마켓으로 갑니다...
있을 때 잘해야지...쯧쯧..",1,False,업댓이후 성경이 안 보임,업데이트 후 아이폰에서 앱작동 렉 심하게 걸림.
26,2023-01-30 06:47:27,"{'id': 34606337, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-02-01T07:07:13Z'}","쓸때마다 진짜 빠르다는걸 매번 느껴요 솔직히 11번가 만큼 행사 많고 라이브하고, 아마존있고 등등
많은 기능이 있는데.... 그 어떤 쇼핑앱보다 젤 빠르고 쾌적합니다. 한번도 튕긴적이 없어요! 개발자님과 QA분들과 기획팀의 콜라보겠죠..?!! 앞으로도 이렇게 빠르고 안전한 앱 유지 부탁드려요^^ skt + 우주패스 사용자로써 11번가는 저와 뗄수없는 존재니까요 ㅎㅎ 앞으로도 자주 애용하겠습니다!",5,False,berapoly,빠르고 손쉽고 쇼핑앱 중 제일 쾌적한 11번가!
27,2021-06-09 21:23:16,"{'id': 23354334, 'body': '안녕하세요. 고객님! 소중한 의견 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 앞으로도 많은 관심 부탁드립니다. 감사합니다.', 'modified': '2021-06-13T15:44:16Z'}",11번가 자주 사용했는데 쿠팡으로 넘어가야겠네요 쿠폰안주고 즉시할인 이러지만 쿠팡이랑 모든 제품들이 5천원씩이나 차이남..쌓인 포인트만 쓰고 손절해야겠어요,1,False,왓더헬ㄹ,즉시할인이지만 그냥 원가격이에요
28,2022-12-25 01:15:06,"{'id': 33944568, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2022-12-27T00:17:40Z'}",11번가 어릴때 잘 이용하다가 다른쇼핑몰에 비해 배송이 느려서 잘 안쓰게 됐었어요..다시 접한건 아마존때문에 우주패스를 쓰면서 쓰게 되었는데 직구를 많이 하는 저는 진짜 천국이예요..해외직구가 배송도 느리고 배송비 부담도 엄청 난데 우주패스로 할인을 이중으로 받고 게다가 배송도 너무빨라서 그냥 한국에서 보내준것 같아요..저가 상품도 밀도안되게 무료배송으로 오니 미안할정도로 이게 되나??싶기도해요..화장품은 진짜 인터넷면세점 쿠폰올끌까지한 할인가보다도 훨~씬 싸서 너무 혜자네요!!!! 고마워요 11번가,5,False,nr0809,해외직구에 특화돼 있어요.
29,2022-12-26 16:17:51,"{'id': 34034786, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-02T01:31:18Z'}","여러 오픈마켓이 있고 각각 장단점이 있겠죠.
11번가의 경우 타임딜과 같은 직관적으로 할인 품목들이 시간대별로 배정되어 나오는게 좋은거 같아요.
매달 11일마다 십일절 행사도 하고요.
예전처럼 포인트로 기프티콘도 구매가능하면 더 많은 유저들을 보유할수 있을텐데 얼마전부터 구매 제외 품목으로 정해져서 많이들 떠난것으로 압니다.
이점은 아쉬운 점이네요.",5,False,ymzone,11번가 그래도 추천
30,2022-12-24 01:10:22,"{'id': 33929655, 'body': '안녕하세요. 고객님! 11번가에 관심 가져주셔서 감사합니다. 보다 나은 서비스 제공을 위해 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.\r\n', 'modified': '2022-12-26T07:09:30Z'}",나일를 먹고 보니 벌써 11번가 이용한지가 20년이 다되가네요 ㅋㅋㅋㅋㅋㅋ 청년에서 중년으로 거이 주로사용 하는 쇼핑몰 이에요 다양한컨텐츠와 이벤트등 저는 잘 사용하고 있어요 다른 쇼핑몰보다 물건구입시 후기 참고할때도 100프로는 아니지만 허위후기기 많지 않아서 많이 도움도 받고 있고 저역시 좋다 나쁘다 나름 구체적으로 기제하는 편입니다 오래 사용하다 보니 가끔 에러로 후기가 안올려지는 경우가 있었죠 자주는 아니고 한번씩 오플에 먼가가 변경되면 그러더라구요 그리고 상담하시는 분들도 물갈이가 몇번 됐는데 예전에는 친절하셨다가 물갈이 되면서 받는사람들마다 불친절했다가 다시 적당한친절하신분들로 분위기는 바뀌었는데 그래도 믿고 구입하는 1인으로 서비스질이 더이상 나빠지지 않길 바라는 마음 입니다,5,False,아무나1,오랜친구 11번가
31,2023-01-20 13:04:56,"{'id': 34467685, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-25T01:16:30Z'}","다른 쇼핑몰 어플보다 보기 편하고 저렴하게 구매를 진짜 많이했어요! Vip도 어렵지않게 항상 이어나가고 있는데 쿠폰 많아서 좋음 ㅎㅎ 무료배송도 많고 리뷰도 다양한데 ㄷ갠적으로 동영상리뷰는 약간 보기 불편하긴해여
예전에 Skt로 할인 많이받았엇는데…통신사 옮겨서 아쉽..",5,False,하사나님,10년째 이용중
32,2017-11-19 05:23:01,,"구매하고 상품못받았습니다!
택배회사와 상품판매자 탓만 하고 고객센터 연락도 잘안되며 자동응답형의 회신만 와요.
즉 남탓만 하고 해결은 안해준거죠 나몰라라식입니다. 신뢰도 제로의 앱입니다.
구매시 신중하게 조심하셔서 앱 선택하세요.",1,False,h2ejean,공정거래에서는 11번가부터 없애야함
33,2023-01-09 17:17:04,"{'id': 34211697, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-11T00:28:27Z'}","그 중 11번가에서 가장 마니 사고 있구요
특정 브랜드나 카테고리에 치우치지 않고 다양하게 행사하고 있으며, 구매하기 편하게 되어 있어서 우주패스 너뮤너무 만족하고 있습니다! 
앱사용이나 gnb 영역도 11번가가 젤루 보기 편해서요 아주 만됵 합니당 ^^
아마존 상품들도 배송이 조금 걸리지만 유니크한게 많아서 넘 조쿠여 앞으로가 더 기대됩니당!!",5,False,dongsan65,모든 쇼핑몰 유료멤버쉽 사용 중 입니당!
34,2022-12-26 15:13:54,"{'id': 34034449, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-02T00:56:16Z'}","보폭은 작을지라도 꾸준히 발전하는 모습이 보기 좋습니다. 늘 멀게만 느껴졌던 아마존을 만날 수 있게 해준 것도 고맙구요, 덕분에 우주패스 1년권도 결제해 유용하게 쓰고 있습니다. 각종 이벤트와 포인트 선물에 11번가를 방문하는 횟수가 많아졌는데요, 새해에는 더 많이 방문하고 더 자주 결제할 수 있도록 꾸준한 발전을 부탁드리고 또 응원하겠습니다. 11번가도, 이용자들도 모두 행복한 연말연시 보내세요! :)",5,False,whispick,11번가의 발전을 응원합니다
35,2023-01-09 15:02:09,"{'id': 34211681, 'body': '쇼핑의 즐거움.11번가! 안녕하세요 고객님, 11번가를 이용해주셔서 감사합니다. 생활에 행복을 더하는 11번가가 되도록 노력하겠습니다. 건강 조심하시고 즐거운 하루 보내세요. 감사합니다.', 'modified': '2023-01-11T00:27:38Z'}","몇년째 VIP를 유지하고 있는지 모르겠네요. 여타 쇼핑 플랫폼에 비해서 편리하면서 가독성이 좋고, 십일절 행사와 t멤버십 할인도 이용할 수 있어서 좋아요. 저처럼 Skt 통신사를 사용하고 있는 고객이라면, 확실히 다양한 혜택을 많이 볼 수 있는 쇼핑 플랫폼인 것 같아요. 그래서 꾸준히 이용하고 있습니다 ^^
올해도 여러 행사 많이 해주시길 기대하겠습니다. 번창하세요!",5,False,효니링,11번가 좋아요 :)
