,Unnamed: 0,date,review,rating,isEdited,title,userName
10,10,2021-01-31 18:45:52,"넷플릭스 넷플릭스 하는 이유가 있습니다.
다들 넷플릭스 얘기만 하길래 얼마나 대단하길래 하면서 깔아볼려고 했더니 다른 앱이 평점이 높아서 다른 앱으로 쓰다가 그 앱이 드라마나 영화가 많이 없어서 넷플릭스로 한달 무료이용 해봤는데 여기가 볼만한게 훨씬 많은듯 합니다 
왜 평점이 이렇게 낮을까요..? 심지어 넷플릭스에서만 하는 드라마나 영화도 있으니까 그냥 넷플릭스 이용하는게 정답... 약간 아쉬운 점은 영화나 드라마 작품들 보고나서 후기 같은거 올리고 그 후기 볼 수 있었으면 좋겠어요 약간 작품마다 게시판? 이라고 해야할까요.. 아무튼 넷플릭스 하세요! 그리고 넷플릭스 관계자님,, 좋아하면 울리는 2 매일 기다립니다.. ㅠㅠ 작은 소식이라도 들려주시와요,,,",5,False,최고의 앱,광고 때문에 게임 못하는 사람
11,11,2020-05-07 13:34:26,"너무 좋고 잘 쓰고있지만 애니메이션 시즌을 좀 늘려주세요 계약 문제인지 모르겠지만 스티븐 유니버스, 핀과 제이크 등 시즌이 많은 애니들 시즌은 왜 중간만 있는거죠? 진짜 좋아했는데 마지막화를 못 보고 있습니다 스티븐 유니버스 시즌5만이라도 해주세요 제발 간절합니다 전에는 있었는데 왜 사라진거죠",4,False,시즌 좀 띄엄띄엄 해놓는게 별 하나 깎았어요,익명.K
12,12,2022-10-10 19:01:50,"왜 자꾸 네트워크 에러 뜹니까
새로 깔면 그때 한번만 제대로 되고 그 이후에 다시 어플 들어가면 네트워크에러 또 뜸
매번 삭제하고 새로깔고 로그인해서 들어가야해서 너무 화나고 아주 욕이 저절로 남
하.. 월에 돈을 그 정도로 받아먹었으면 일이라도 제대로 해야지 진짜 화나네",5,False,네트워크에러 왜 난리인지 설명좀,웅지5657
13,13,2021-09-16 04:22:50,그 영상 보는 중에 끝날 때 쯤에  갑자기 화면 어두워 지면서 아무것도 안보여요 빠른 해결 부탁드립니다,4,False,넷플릭스 잘 보고있는데요 문제가 있어요,gkfjdjjdj
14,14,2020-01-30 05:55:42,"넷플릭스를 아이폰을 통해서 보는데 어느 순간부터 자막 크기가 커지더니 보기가 불편해졌어요 ㅠㅠ 
몰입이 잘 안돼요. 제발 크기를 줄여주세요! 
부탁합니다. 그리고 도깨비 드라마 추가해주면 정말 좋겠습니다. 한번 몰아서 보고 싶은데 없어서 아쉬워요.",3,False,아이폰 자막 크기,빨리 오류 고쳐주세요
15,15,2020-09-29 18:36:48,"보고있는데 자막이 자꾸 혼자 꺼져요
영어면 또 그냥 듣다가 키겠는데 다른언어면 다시 껏다켰다 다시 돌아가서 보고 해야되서 두배로 빡침..
빨리 개선해주세요..

그리고 넷플에 진짜 추가됬으면 하는건 내가 다본작품보기.. 전부는 아니어도 제가 좋다고 표시한 작품이라도 앱에서 다시 볼수있었으면 좋겠어요;",3,False,업데이후 이후로 자막이 혼자 꺼져요,mugmuggle
16,16,2022-01-09 00:52:46,내가 찜한 컨텐츠를 바로 볼 수 있는 메뉴바가 추가됐으면 좋겠어요 홈에 뜰 때도 있고 안 뜰 때도 있는데 안 뜨면 두 번 눌러서 들어가는게 불편해요,5,False,메뉴바 추가,당다다앙라아
17,17,2021-12-27 12:07:17,"넷플 다른 거 다 좋은데 제발 내가 찜한 목록 좀 나눌 수 있게 해줘라… 카테고리 별로 정리 좀 할 수 있게 해줘..,",5,False,진짜 다 좋은데 분류 좀…,asdf4728
18,18,2020-09-30 05:55:57,"자막 설정에 한글과,영어를 동시에 볼수 있게 설정 할수있는 기능이 필요합니다. 많은 이용자들이 원하며 기다리고 있으니 빠른 피드백 부탁드립니다
감사합니다",5,False,[동시자막 설정에 관한 건],한경순
19,19,2022-01-06 05:23:53,"프로필 2개를 사용중인데 한 프로필에서 홈화면에 아무 것도 뜨지 않는 문제가 자주 발생합니다.

‘Netflix에 접속할 수 없습니다’

위 메세지가 동일 기기(아이폰)상 한 프로필에서만 빈번하게 나타납니다. 2021년 말 부터 해당 증상이 나타나며, 윈도우 PC 앱 등에서는 제대로 작동합니다.",1,False,프로필 별 작동 장애가 발생합니다,SandWave9
20,20,2018-10-03 17:01:28,안녕하세요 저는 시각장애인데요 보이스 오버로 자막을 보고 싶은데요 해결 부탁드립니다 비싸게 월정액 주고 보는데 주로 한국어로만 된 컨텐츠만 보려니깐 돈이 너무 아깝습니다 그리고 접근성 차원에서도 브필요한 조치라 생각됩니다 꼭 종 아이폰에서 자막을 보이스오버로 들을 수 있었으면 합니다,3,False,자막 시각장애인도,ㅅㅣㄱㅏㄱㅈㅏㅇㅇㅐ
21,21,2020-02-08 01:34:42,같은 영화 저장을 몇번째 시도하는지;; wifi 문제인가 싶어 lte로 하는데도 계속 진행되다 99%에서 계속 멈추고 더 이상 진행이 안됨;; 일시정지 기능도 없고 재시도 하려면 기존 저장했던거 삭제해야 됨 ㅡㅡ 이거때매 데이터를 얼마나 날린걸까,2,False,저장 왜 계속 99%에서 멈추죠?,펭피쓰
22,22,2020-01-04 18:00:26,IOS 13.3 업데이트 후 자막의 크기가 굉장히 커져 화면을 많이 가려 시청하는데 불편함이 있습니다. 빠른 수정 부탁드립니다.,4,False,IPAD IOS13.3 자막 크기 조정 수정 바랍니다.,C1ide.
23,23,2020-02-10 15:54:15,"한국은 24시간 고객센터 지원이 안되서 아침까지 기다려야 하네요.
이메일 주소와 폰 번호를 해킹한 놈이 바꿔서 이메일이나 비밀번호 재설정도 안됩니다.
야밤에 빡치네요 정말...
앱 내 고객센터에는 결제카드 정보로 회원정보 재설정이 가능하다고 되어있는데 막상 연결된 웹링크로 들어가면 이메일이나 폰 번호로만 가능
이거 무슨 미궁도 아니고... 화딱지 나네요",1,False,해킹 당했고,후레후레이
24,24,2017-10-06 06:02:18,"어플에 관해 두 가지 건의사항이 있는데 
1. 앞뒤로 10초 이동기능 - 현재는 앞으로 이동기능밖에 없네요
2. 한영자막 동시이용 기능 - 가끔 영어공부할겸 볼때도 있는데 한글, 영어자막 두개가 동시에 켜지면 좋겠습니다",4,False,잘사용하고있습니다,스닥
25,25,2022-05-17 00:23:49,한번도 안썼는데 돈만 계속 빨아먹고있었음. 아니 한번도 이용안했으면 전화상으로 결제된거같은데 이용중이시냐고 물어봐야되는거 아님? 그리고 심지어 환불도 당월만 됨 . 1점도 아깝다 넷플릭스야 쳐다도 보기싫다,1,False,가입할때 조심하세요! 7개월동안 자동가입되서,오리나마나
26,26,2023-01-19 20:34:11,새로 업데이트된거 옛날이 더 좋았는데 왜 이렇게 업데이트한건가요 되돌려주세요ㅠ 업데이트 버튼도 안눌렀는데 왜 맘대로 업뎃하고 그럼 ㅠㅠㅠㅜㅜㅜ 다시 까만 넷플릭스로 돌아와줘요,3,False,업데이트 안하고싶은데 되돌려주세요ㅠ,어쩔다이슨 220
27,27,2022-11-18 13:36:58,그 뽕숭아 학당이라고 제가 진짜 너무 너무 좋아해서 진짜 거이 맨날 맨날봤는대 이제 딱 보려고 들어갔는데 내 계정에 있던 시청중인 그게 사라져서 그냥 사라졌나보다 이러고 다시 검색했는데 안떠가지고 어뭐지 하면서 찾고 있는데 없어져서………관리자님 제발 뽕숭아 학당맠 제발 다시 나오게 해주세요 제발요 조 진짜 그거 계속 봐야해요…..,5,False,분명 얼마전까지만 해도 잘 봤는데 사라졌어요,뽕숭이 다시 보여주세요
28,28,2020-11-11 10:52:07,"핸드폰에서만 아무것도 안 눌렀는데 비번이 막 설정 돼있고 그리고 비번을 설정을 일부로 해놨는데도
그게 또 안된다고 뜨네요 .. 예전에 한번 됐다가 또 계속 안돼서 그냥 지웠어요 지웠다 반복했는데도 
화면 키자마자 뜨고요 삭제 해도 떠서 또 다시 깔아도  잠깐만 되지 그 다시 또 들어가면 저렇게 떠서 ..",2,False,제가 어느 순간 갑자기 티비엔 되는데,밀이님
29,29,2017-12-21 18:00:46,지루한 부분은 넘기는 스타일이라 유튜브와 비슷하게 10초나 5초 앞으로 넘기는 버튼이 있었으면 하네요!! 모션이나요!! 앞으로도 자동결제로 계속 사용할건데 너무 아쉬움이 크네요ㅠㅠ,5,False,빨리감기 버튼 좀요ㅠㅠ,오!~역시
30,30,2020-09-21 18:40:59,자막이 갑자기 안 나오거나 다음편으로 넘어가면 화면이 검어지고 소리만 나오네요 유료 서비스인데 빠른 개선 부탁드립니다,4,False,IOS14 업데이트 이후로,AM3tmi
31,31,2020-02-01 06:58:26,자막이 화면의 1/2를 차지하면 어쩌자는 거냐 제발 자막 앱 내에서 설정할 수 있게 개발하라고 게으른 사람들아 진짜 이렇게 피드백을 안받냐,5,False,아니 제발 자막 크기 좀 어떻게 하라고,파워포인트짱
32,32,2018-02-14 13:45:33,"앞뒤로 10초이동이 생겨야됩니다
리뷰 히스토리에 보면 그런 건의사항이
예전부터있었는데 전혀 반영이 안되네요
소비자 무시가 심하네요",5,False,불편한점,xhzls
33,33,2017-10-27 16:40:42,"이것만 개선해주세요
앞뒤 스킵도 제스쳐로 되면 좋겠습니다",5,False,매우좋지만 자막에 bg가 거슬려요 ㅠㅠ,재진
34,34,2019-12-22 00:46:50,뭐 설정에 청각장애인 자막 그런 걸로 들어가서 작게 바꾸라고 하면 작아진다고 해서 해봤는데 되지도 않고 보면서 커진 자막 때문에 영상에 집중이 하나도 안 되네요; 그냥 원래대로 고쳐주면 좋겠습니다,2,False,글씨 왜 커진건지 이유를 모르겠네요,꽃단여
35,35,2017-11-04 08:06:32,아래 어떤분이 해결해주셨네요. 넷플릭스문제가 아니라 ios문제였군요. 감사합니다. 덕분에 해결했습니다. 넷플릭스없인 못사는데 다 좋은데 한가지.. 업데이트가 좀 더 빨랐으면 좋겠네요 ㅜㅠ 이미 방영 다 한 에피소드도 엄청 늦게 올라오네요 ㅜㅠ그거빼곤 넷플릭스 사랑해요.,4,False,자막 블랙박스 문제는,쉘든
36,36,2017-11-02 13:36:25,"설정-일반- 손쉬운 사용에서 자막 설정을 하셔야 됩니다 
자막설정에서 새로운 스타일 만드셔서 배경이랑 하이라이트 투명도 0프로로 하시면 됩니다. 넷플릭스 앱 문제가 아니라 ios 업데이트되면서 기본자막설정이 검은 배경있는걸로 바뀌어서그래요 근데 왜 자막이 화면 중간에 뜨는진 모르겠네요",3,False,블랙박스 생기시는분들,모아이모아이맨
37,37,2019-12-23 08:00:30,한글 자막 크기가 너무 커요 ㅠㅠ 아이폰 설정에서 조정해도 넷플릭스에서는 바뀌지도 않고... 빨리 수정해주세요 자막 너무 커서 보기 불편해요 ㅠㅠ,4,False,업데이트 후 자막 크기가 너무 커졌어요 ㅠㅠ,흘규룩
38,38,2020-10-04 17:01:24,화면 시청하면서 화면 터치로 음량 조절 할 수 있게해주세요ㅠㅠ 다른 어플 다 되는데 왜 넷플은 안됩니까? 다른 어플로 보다가 이거로보면 불편해서 죽을 맛... 그리고 배속도 가능했으면 더더욱 좋겠습니다..,4,False,제발,떼염
39,39,2023-05-20 13:59:08,"요즘 영화나 드라마 볼려고 보는데 내가 다 보고싶은건 에러라고 띔.
그래서 조금 당황해서 업데이트를 안해서 그런거구나 업데이트하면 되겠지 하고 했는데 또 오류임;; 실망입니다…",2,False,에러가 많이 생김,으깨진 순두부
40,40,2021-09-25 07:42:05,"요 며칠 째 
아이패드로 시청시 뒷 부분 한 5분 정도는 
화면이 까매지고 음성만 들려요. 
모든 프로그램이 다 그래요ㅠㅠ 
매우 불편합니다",3,False,넷플릭스 아이패드 오류,Dgjkkbfs
41,41,2023-01-25 15:28:16,방학 때마다 잠깐씩 볼려고 베이직 광고형 구매 했어요 근데 요즘 볼게 많이 줄어들었더라고요 티빙도 같이 하고 있는데 티빙 진짜 볼 거 엄청 많아서 갈아탈려고요 광고도 적당히 있어야지 50분 영상 보는데 4개 들어있었습니다ㅎㅎ 직방이 영상 주제 였는지 깜빡 했어요 ㅎㅎ 그와중에 한소희 미치겠더라고요 넷플 잘합시다❤️,1,False,갈아탈련다,ㅓㄴ너ㅏ너납
42,42,2021-07-29 02:48:28,아니 진짜 주술회전 보고싶어 미치겠는데 주술회전좀 넣어주세요 그리고 하이큐는 왜 4기만 없습니까아..,5,False,제발 주술회전좀 추가해주세요,시퍙
43,43,2019-10-24 15:26:02,좋으면 좋게 싫으면 싫은거지 고민하고 싶지않아요. 첫댓ㄹ이 저따구리 혹시 반영할까봐 걱정스러워서 댓글 답니다.,5,False,제발 왓챠처럼 별달게 바꾸지마세요!!!!!!!,May field
44,44,2019-10-06 14:25:50,아니 왜 같은프로그램 보는데도 매화마다 한국음성 자동선택되나요!??? 한화한화 시작할때마다 영어로 바꾸기 귀찮아죽겠어요 한번 선택하면 계속 고정좀 해주세요 ㅡㅡ,3,False,음성선택 고정좀 ㅡㅜ,Kkamak
45,45,2023-05-28 14:49:45,"FHD LG TV + Apple TV 에서 넷플릭스 제작물만 화질이 엉망으로 나옵니다. 모자이크가 자글자글 합니다. 유튜브, 애플TV 나 티빙 등 다른 앱의 영상들은 아주 잘 나옵니다.",3,False,Apple TV 에서 화질 저하,사람을담다
46,46,2019-08-13 03:42:31,"추천영상좀 자제해주세요
인종차별을 할려는건 아니지만 젖이랑 배 내놓은 무슨 살색의 감독 이러면서 팬티입고 사진띄워놓고 마음대로 예고라고 영상틀고..... 제 기록 분석의 결과 추천하는건가 싶어서 시청기록 다 삭제해도 계속 뜨네요
추천영상 제공 알고리즘을 더 발전시키시던지 제발 자제좀해주세요 비위가 약한사람도 있습니다",1,False,추천영상좀 자제해주세요,hjGIL
47,47,2020-08-11 17:26:56,유튜브처럼 화질 변경할 수 있게 해주세요. 아무리 와이파이 잘 터지는 곳 가도 심하게 깨지네요. 형체만 간신히 보일정도..? 나머진 다 좋아요,3,False,화질이 자꾸 깨져요,안 해요
48,48,2023-03-10 09:19:51,"화면속의 화면으로 해서 보면 도대체 왜 넷플만 화질이 잣같이깨지나요 진짜 이해할수가없네ㅋㅋㅋ지금
티빙 디즈니 웨이브 다 같이 구독중인데 넷플만 화질 심각해요 와 좀 어떻게해보세요 이래서 넷플 구독하다가 짜증나서 취소했는데 이번에 더글로리 다보고 다시끊어야겟네요 ㅡㅡ에휴 발전이없네 참고로 웨이브 제외 전부 최고화질로 구독중입니다 넷플도마찬가지고 ㅡㅡ근데 웨이브보다 못하네ㅡㅡ",1,False,아니 다필요없고,짜증나요카톡
49,49,2018-01-31 07:47:06,하지만 타유저들의 컨텐츠평가도 볼수있음 좋겠아요... 또 찜해놓은 영상이나 봤던 것들이 새에피소드가 올라오ㅏ도 모를때가 많아요.. 맨날 궁금해서 들어가보면 올라와있다능... 마지막으로 제가 평가했던 것들을 따로 볼 수있었으면 좋겠어요.. 진짜 마지막으로 pc에서는 신규컨텐츠나 카테고리별로 볼때 시간순이나 인기순으로 정렬해서 볼 수있던데 모바일 환경도 그렇게 정렬할 수 있게 해주세요.. 정말 잘 보고있습니다..감사합니다...,3,False,잘 보고있습니다,넷플릭스짱짱
50,50,2020-05-17 01:13:13,"동영상보다가 화면터치하면 시계좀보이게해주세요
너무불편",5,False,아이폰 개선점!!!!!,뽀플릭스
51,51,2020-01-02 03:32:05,아이패드로 시청하던유저입니다. 자막크기가 갑자기 업데이트 이후로 커지더니 영상을 절반이나 가리네요. 가독성이 떨어지는 자막을 제공해서 어떻게 하자는 건지 모르겠네요. 계속 이런 자막으로 운영하신다면 다시 제가 넷플릭스를 이용하기는 힘들 것 같습니다. 제가 좋아하는 드라마 시리즈들이 엎어졌을 때도 참고 결제했는데 자막크기땜에 결제를 고민하게 될 줄은 상상도 못 했네요.,1,False,자막 크기,자막개선
52,52,2019-12-21 11:32:07,"잘 보고있다가 아무것도 안 만졌는데 갑자기 자막 크기가 커졌습니다. 바꾸려고 아이폰 설정에 가서 자막 크기를 작게 줄였는데 자막이 안 줄여지네요. 다른설정(폰트 및 자막배경설정)은 적용이 되는데 크기만 적용이 안됩니다.
큰자막 진짜 싫어하는데 왜이러는 건가요.
물론 넷플릭스 웹사이트 들어가서 자막 설정도 해봤지만 바뀌지 않습니다. 해결해주세요.",2,False,갑자기 자막 크기가 커졌어요,dldjsjsb
53,53,2018-03-01 02:17:04,"아이패드로 넷플릭스를 즐기는 사람입니다
갑자기 오늘아침부터 네트워크에러가 뜨면서 사용이 불가능해졌습니다.
인터넷은 정상적으로 사용가능한데 왜 넷플릭스만 안되나요
오류라면 빠른 수정부탁드립니다.",2,False,네트워크 에러,대전대파이팅
54,54,2018-09-01 15:40:47,"영어 공부를 하고 있습니다. 확실히 공부만으로는 그 나라의 억양 및 표현 방법이 익숙해지지 않고 있어서 외국 영화를 보고 있는데 마냥 영어 자막만 보자니 이해가 부족하고, 그렇다고 한글 자막만 보자니 공부가 되고 있지 않습니다.

PC에서는 크롬을 이용해서 확장 프로그램을 설치한 후 시청할 수 있는데, 모바일 혹은 태블릿에서는 지원해 주지 않은다는 점이 안타깝습니다.

이 점 보완해 주셨으면 좋겠습니다.",3,False,한영 동시자막이 있었으면 좋겠어요,x_xx1234
55,55,2021-09-18 14:08:27,마지막 재생시간 3-4분 가량 남았을때 그냥 검은화면만 나옴..업뎃하고 이상해짐..테스트하고 업뎃하시고 문제점 발견하면 빠른 버그 픽스좀 부탁드립니다…무료도 아니고 월이용료 지불하면서 사용하는건데…,1,False,나만 그런게 아니었네..,심슨매냐
56,56,2020-02-23 20:19:50,"방대한 자료에 비해 편의와 사용자 중심의 설계가 도대체 기본이 안 된 아마추어 앱이네요. 자막 그지같았지만 그까지꺼 폰트 다운받고 ios 설정 건드려서 해결봤는데, 아니, 영화 끝난 다음에 크레딧 보면서 ost 감상하는데 왜 자꾸 쓸데없는 예고편이 자동재생 됩니까? 이건 대체 옵션으로 끌 수가 없게 돼있어요. 장난하는 것도 아니고 말야. 다음 회차 자동재생, 미리보기 자동재생 옵션은 끌 수 있게 만들었으면서 왜 엉뚱하게 내가 원하지도 않는데 엉뚱한 예고편이 자동재생 되고 그걸 취소하거나 옵션에서 끌 수가 없는 겁니까??? 대체 무슨 생각으로 만든 거예요???? 진짜 황당하네 이사람들. 아니 뇌가 있는 겁니까??",1,False,최악의 앱,반마리사냥꾼
57,57,2018-02-11 10:48:15,"그동안 pooq 이라는 어플을 통해 방송을 보곤 했었는데
넷플릭스를 통해 제가 좋아하는 장르의 프로그램을 볼 수
있는게 좋네요. 다만, fhd, uhd 화질도 지원한다 하였는데
접근방식도 불편하고 기대했던 것보다 화질이 아쉽네요.
제가 보고 있는 영상이 fhd는 되는지 의문일 정도입니다.",4,False,선택의 폭이 넓어 좋네요.,bj.bautista89
58,58,2020-04-01 01:06:08,"현재 패치 이후에 오류가 있는 것 같은데 브레이킹 배드 잘 보고 있었는데 이전 영상도 같은 현상으로 소리가 안나네요.
다른 스트리밍은 정상적으로 소리가 나오는 것들도 있고 위에 리뷰처럼 안나는 것도 있습니다. 빠른 조치 부탁드립니다.",2,False,음성 지원 안되는 스트리밍이 있습니다,나노스크류바
59,59,2020-01-31 01:25:14,언제까지 아이패드 자막크기 변동불가 시항 수정안하는건가요. 이게 수정하기 그리힘든 부분인가요? 어제 업데이트 있길래 되었나 싶었더니 그대로네요. 왜 안되는건지 뭔가 공지나 이유라도 알도록 해주세요.  신뢰의 넷플릭스가 이런 자잘한 문제로 고객을 실망시키는건 납득하기 힘드네요.,1,False,아이패드 자막!,율마루
60,60,2018-09-15 04:43:58,"지금은 10초 뒤로감기만 있어서 불편해요
더블탭으로 10초 빨리감기가 있으면 좋겠네요
자막은 한영통합으로도 볼 수 있도록 해주셨으면 좋갰습니다",3,False,너무나 좋지만 아쉬운 점,새로운유저8477389292
61,61,2021-09-22 03:58:46,제목 그대로입니다. 원래 장면이 까매지고 소리만 나오는 장면인줄 알았는데 재생 이동바로 구간 이동할때 작은 화면으로는 장면이 제대로 나오는데 재생하면 화면이 까맣게 되고 소리만 나오네요. 불편합니다,3,False,재생중에 오류가 나는지 화면은 까맣게 안나오고 소리만 나오네요.,simplekyu
62,62,2021-01-30 22:29:48,보이게 하려고 다섯개 주는데요 왜 계속 영상 보는데 에러 뜨면서 앱이 꺼지나요? 진짜 불편해요 5분에 한번씩은 이럽니다 그리고 앱도 지웠다 깔아봤는데 달라지는 건 없네요 ㅋㅋ 좀 고쳐주세요;,5,False,오류,아메리카노좋아좋아좋아
63,63,2020-02-24 23:00:19,아이패드는 자막크기 거의 화면 반을 차지할 만큼 크고 또 아이폰에서는 개미똥구멍 만큼 작아서 보다가 곧 눈 모일 것 같다고요; 저번 업데이트 때 부터 이 사단 났는데 왜 안고쳐줍니까? 가독성 개 떨어진다고요. 제가 자막크기때문에 스트레스 받으려고 치킨 한마리 값내고 넷플 결제하는 줄 아세요? 아니 무슨 자막크기가 중간이 없어 중간이 ; 아무리 좋은 영상 좋은 볼거리 들고 오면 뭐합니까 ~ 대부분이 자막이 필요한 영상인데 집중이 안된다고요~ 자막러들 배려 좀 부탁드릴게요 예?,1,False,아 제발 자막크기 좀 적당히 해주세요,자라거북이
64,64,2020-10-23 04:05:02,자막이 영상 보는 도중에 안 나오는 경우가 많습니다 자막 버튼을 눌러도 나오지 않습니다 해결을 위해서는 영상을 껐다 켜야 되는 것 뿐입니다 빠른시일내에 문제를 해결해 주셨으면 좋겠습니다,3,False,자막이 중간에 안나와요,벌걸킹
65,65,2021-07-18 00:24:58,오프닝 건너뛰기가 자꾸 눌러도 다시 처음부터 시작하네요. 그리고 자막도 왜 계속 나오다가 안나옵니까? 화질도 자꾸 안좋게 나오고;; 오류가 너무 많은거 아닌가요. 리뷰 제발 좀 보고 빨리 오류 좀 고쳐주세요. 요즘 신경 너무 안쓰는 듯;,1,False,아 진짜,".,;.;."
66,66,2020-07-25 04:07:05,어플의 언어가 기본적으로 영어로 설정되어있습니다. 한국에서 한국 인터넷으로 다운 받고 앱스토어도 한국으로 설정되어있는데 영어로 설정된 이유는 무엇인가요? 해결 방법 문의드립니다.,3,False,모든게 한국에서 진행됐는데..,choijaewoo
67,67,2019-12-11 12:50:14,"한글자막 크기가 너무 커지고 조절이 안되네요
설정에서도 해봤고 넷플릭스 계정 들어가서도 해봤습니다
빠른 오류 수정 부탁드려요",2,False,Ios 13.3 업데이트 후 자막크기 큼,자막이 너무커졌어요 조절안됨
68,68,2022-01-11 13:51:31,"제가 디즈니 영화를 좋아하는데 왜 넷플릭스에는 없죠?
그리고 영화에 더빙판, 자막 등 다국어가 많으면 좋겠어요.",4,False,"많은 애니, 디즈니 영화 바람",ㅋㅎㅋㅎ ㅎㅋㅎㅋㅎㅋㅎㅋ
69,69,2021-12-03 08:45:30,"안그래도 가격까지 인상하는 마당에 빅뱅이론, 셜록, 모던패밀리, 그레이아나토미, 프리즌브레이크 등
장편시리즈 명작을 종료한다구요? 
진짜 이건 아닌 것 같네요 정말 실망입니다",1,False,넷플릭스 미쳤습니까?,아넽츠니닌느우우니님
70,70,2020-10-02 07:35:52,보다가 자막이 안나온 경우가 자주 일어나요 아이패드에서도 그렇고 노트북에서도 이래요 빨리 고쳐주세요,5,False,자막이 안나와요,양ㅈㄴㅌㅊ포ㅛㅅ
71,71,2020-09-23 07:40:18,업데이트 후에 간헐적으로 깜빡입니다. 버그수정 부탁드려요.,4,False,ios14 업뎃후 깜빡임 문제,밥바라기별
