,date,review,rating,isEdited,userName,title
10,2023-09-03 16:00:38,"시청기록 사용해야지만 영상 보여주는 식은 좀 아니지 않나요 ㅠㅠ 기록 남는거 싫어서 안그래도 이전에 설정할 때 기록 남지 않도록 설정해놨더니 이제는 시청기록사용해야지만 추천해주는건 좀 그렇네요. 
프리미엄 쓰고 있는중이라 광고는 모르겠지만 제발 없애주던가 조금 다른 방식으로 시도해 봤으면 좋겠어요.",5,False,우앙 넘나재마땋ㅎㅎㅎ,시청기록 남기는거 싫어하는 사람은 어떡하라는거야
11,2023-08-17 03:00:21,"시청기록 남는게 싫어서 시청 기록 사용 중지하고 몇년동안아무 이상없이 잘 봐왔습니다
근데 이번 업데이트 이후 홈화면에 유튜브 검색창만 뜨고 시청 기록 사용 안하면 영상을 안 띄워 주던데
사용자가 기록을 사용하던 안하던 그건 개인의 자유지 그걸 왜 니네 멋대로 강요합니까
다시 원래대로 돌려놔주세요 진짜 이해가 안되는 업데이트네요",5,False,우리집 햄스터 이름 마춘복,뭐노 이게
12,2022-06-06 14:12:11,며칠전부터 갑자기 안되길래 앱 오류인줄알고 폰도 껏다켜보고 앱삭제후 재설치도 해봤는데 저만 그런게아니네요......? 프리미엄 구독하는이유중에 하나인데 빨리돌려주세요 어엉유유ㅠㅠ,5,False,나워으유,PIP
13,2021-08-17 04:25:14,"광고가 너무 저급해요 어린 아이들, 모든 연령층이 다 보는 곳인데 광고가 너무 선정적이네요 별것 아닌거가지고 노란딱지 ,19금 붙일 시간에 이런 광고나 관리좀 하시는게 어떨까요 이상한 면에서만 열심인 유튜브관리자들.. 제발 선정적인 영상, 광고좀 안 나오게 관리좀 해 주세요 제 동생이 볼까 무섭네요 부탁드립니다.",5,False,송무나,진짜 다 좋은데
14,2023-06-19 14:52:46,"이번 업데이트 나만 불편한가?
닉이 다 아이디로 바껴서 댓글 읽는데 다 @ user 어쩌고라서 구분해가면서 읽어야함 영어랑 숫자 하..
댓글 읽는데 너무 불편하고 이름일때가 훨씬 좋았음
다시 개선해줬으면 물론 유튜브가 괜히 바꾼건 아니겠지만 어플 자주 이용하는 이용자로선 개불편",5,False,기다리다 지쳤어요 땡벌 땡벌,유튜브 닉네임 업데이트 불편
15,2021-09-09 20:17:06,영상 자체가 버퍼링이 걸린다거나 렉이 걸리는 건 아닙니다 전체화면으로 전환하거나 댓글을 볼 때 버벅거리면서 렉이 걸리는데 전원도 껐다 켜 봤지만 해결이 안 됩니다 지식인에 찾아 보니까 저 같은 사람이 꽤 있더라고요 불편해서 죽겠습니다 아이폰 Xs 씁니다 해결 부탁드려요 제발,5,False,김뚝심,잔렉이 심합니다 아이폰 유저입니다
16,2023-08-12 13:15:12,혐오를 양산하는데 유튜브가 기여하는 기업이 되어서는 안되겠습니다. 혐오와 각종 차별 언어들에 적극적으로 대응해주세요. 콘텐츠 내에서도 마찬가지입니다. 혐오를 양산하고 차별을 조장하는 콘텐츠와 크리에이터를 단호하게 제재해주길 요청합니다,5,False,blessedsj,혐오댓글들을 유튜브에서 적극적으로 삭제 혹은 계정사용을 금지
17,2023-07-22 14:46:54,재생 되는건 무슨 횡포이죠? 미국 기업은 실사용자 말 귀담아 듣기는 합니까? 싫어요 갯수 표시 없애질 않나 돈만 벌자 이겁니까? 서론이 길어졌는데 본론만 말하겠습니다 유료사용자인데 개 불편하니 다음동영상 재생 마음대로 틀지 마쇼,5,False,elyeeee,다음재생 꺼저 있어도
18,2023-06-24 14:43:47,"화면을 꾹 눌러서 원할때마다 2배 속도로 보는 거 잘 사용하고 있었는데 왜 맨날 뭔가 만들었다가 빼고, 만들었다가 빼고 이게 뭐하는 겁니까

계속 발전하는 거야 좋지만 조금 시도해보고 뺄거면 도대체 기능을 뭐하러 넣습니까 차라리 사전에 충분히 테스트 거쳐보고 내놓으세요

사람들 평가도 물론 중요하지만 때론 필요한 게 있다고 생각되면 그대로 가져가세요 빼진 마시구요 더 추가하면 추가했지 빼진 마세요",4,False,우르르깜마,유튜브 속도 2배
19,2023-07-04 10:16:06,"유튜브는 원하는 영상을 마음껏 보고 올리고,수익 창출을 할 수 있다는 점이 매우 좋았습니다. 하지만 요즘들어 자꾸 광고가 많이 나오더니,수익창출을 하지 않는 일반 영상들도 자꾸 15초 이상의 건너뛸 수 없는 영상이 나오더라고요.(프리미엄 사라고 광고 많이 넣는 건가요?) 광고만 좀 줄여주면 좋겠습니다. 참 한국 계정은 프리미엄에 가족 프리미엄 등에 외국의 프리미엄 혜택이 없던데 빨리 만들어 주셨으면 좋겠습니다",4,False,예삐나라,뭐…나쁘지는 않아요
20,2021-07-03 16:08:34,저는 59세인  평범한 시민입니다.  코로나로  인해  집에있는  시간이 늘면서  유튜브를 시청하게 되었습니다.  그런데   어머나~~나의궁금증. 누구에게  물어보고  싶은 모든 궁금증을 유튜브를  통해  알게 되었습니다. 예를들어  건강문제. 세상정보들.부동산등등  저의  교사로 부족함이  없습니다.  그래서 다이어트 를 13키로나 감량했고  건강도 많이  좋아졌습니다. 생계지원금도   신청하여 받게되었습니다. 유튜브를 위해 수고한 모든분들께  감사드립니다.,5,False,조은자,나의 고마운 유튜브
21,2020-10-08 08:10:24,"별 다섯개 안 하면 안 보실까봐 다섯개 합니다....
다름이 아니라 이번에 업데이트 돼서 검색을 했을 때 영상 썸네일이 나무 크게 나와서 진짜 너무 불편해요,,,저번에도 댓글창도 위치 바뀐 것도 너무 불편하구요 댓글 안에 댓글(?)보기를 할때 보고 나가는 것도 너무 불편해요... 진짜 너무 쓸데 없는 업데이트 같습니다... 그리고 광고 옛날에는 5초짜리 하나만 나왔는데 요새는 5초짜리가 두 개씩 나오거나 10~15초 짜리 광고가 나와서 너무 불편해요 제발 쓸데 없는 업데이트 좀 그만 해주세요... 부탁 입니다... 항상 잘 봤었는데 이렇게 바뀌니까 너무 아쉽고 속상하네요.......,,",5,False,🌈❄️🌈❄️,업데이트 제발 좀...
22,2022-11-25 10:24:13,"제 소유의 채널 영상이 구글애즈에서 타인에게 활용되고 있어 애즈에서 확인도 받았습니다. 타인이 제 영상을 광고 영상으로 사용해서 제 스튜디오에서도 광고로 인한 조회수 트래픽이 잡히고 있고요. 애즈 고갠센터 유선 상담으로 문제가 되는 트래픽 화면캡쳐와 내 계정 확인을 실시간으로 진행하고 유튜브 측에서 확인해 봐야할 것 같다 결론을 전해들었습니다. 하지만 유튜브는 지금 고객센터를 전혀 운영하지 않고, 의견을 받을 뿐 피드백은 주지 않는 형식이고요. 특정 영상이 광고로 무단 사용되고 있음을 유튜브에서 확인을 받고 대처를 해야하는데 신고할 수도, 어디서 누가 제 영상 링크를 애즈에 입력했는지도 알 수가 없어요. 수익 창출이 되면 채팅 문의가 열리겠지만, 수익 창출 없는 채널에서 이런 문제가 생기면 아무런 도움을 받을 수가 없어 난처합니다.",5,False,cmmnyj,고객센터 운영 중지라 부득이하게 리뷰로 글 남깁니다.
23,2023-05-12 04:59:03,"모바일에서 유튜브 시청을 세로모드로 대부분 하는데 화면확대기능이 가로모드이고 세로모드에서 중앙에 화면을 띄울 수가 없어서 앱을 사용하지 않고 항상 다른 검색앱을 통해 봄.
그리고 그 검색앱에서 유튜브앱을 우선실행 하기 때문에 앱을 절대 깔면 안됨;
광고를 비롯한 불필요한 부분만 많을뿐 오히려 타검색앱에서 유튜브를 실행하면 훨씬 깔끔하기에 유튜브를 사용하면서 유튜브앱은 절대 깔지 않는 이상한 모습.",5,False,KimCode,가장 애용하면서 절대 깔지 않는 앱
24,2020-05-05 14:16:02,"음 제가 유튜브를 굉장히 자주쓰고 또 되게 좋아해서 맨날보거든요?? 근데 언제부터 업데이트가 됐는지 이상해졌더라구요,,,‼️ㅠㅠ댓글창도 아래로 계속 내린게 습관돼서 조금 불편하고 나머지는 그나마 좀 불편해도 참을수는 있는데 댓글창이라도 좀 아래로 다시 내려줬으면 좋겠네요,,,ㅠ제가 원래 리뷰 같은거 잘 안쓰지만 진짜 좋고 시간때우기 좋은 앱이에욤 😌 그래서 별점 5점 주고 갑니다ㅏ💦",5,False,대머리인데 어쩌라고,업데이트 관련 문제
25,2020-01-22 10:11:56,전에는 댓글이랑 동영상 한눈에 보기 편했는데 지금은 순서도 바껴서 이상한데다 댓글보기가 너무 불편해졌어요! 댓글 읽으려면 버튼을 한번 더 눌러야되고 댓글 읽으면 관련 동영상 창은 아예 안보이게 되니 접근성이 너무 떨어져요. 업데이트라는건 불편한 점이 개선되야 되는건데 그걸 목적으로 한거라면 완전 실패네요. 다시 원위치 시켜주던지 아님 조정가능하게 바꿔주세요ㅠ 너무 마음에 안들어요;;,5,False,자두맛소다,관련 동영상이나 댓글 보기 너무 불편합니다.
26,2022-07-10 19:46:22,"정렬기준에 오래된영상부터 보기가 없어져서 불편하네요
구독자의 영상을 쉽게 찾을 수 있었으나 이제는 스크롤로 찾아야하는 불편함이 생겨 적어봅니다 
고객센터에도 문의해봣지만 기존에 편한기능을 없에는건 참불편하게 만드네요",5,False,야채판다,영상 정렬기준
27,2021-09-12 04:06:48,영상을 다보고 나오면 원래 빨간줄로 다 봤다고 나오는데 왜 갑자기 영상다보고나면 빨간줄이 끝까지 안가고 첫부분에서 멈춤? 이거 버그임? 아님 단순오류 아님 이제부터 이렇게 되는거임? 좀 당황스럽네 영상을 안본것처럼 돼네 이거 좀 보고 고쳐주셈 많이 당황스럽네요 너무 궁금하네요,5,False,pes 고쳐주셈,이게 뭐임 ?
28,2021-04-27 06:16:06,아니.. 제발 아무것도 개발하지 말고 시도하지 마세요 댓글창 위치 바꾼것도 짜증나 죽을뻔했는데 왜 갑자기 또 화질 설정을 요상하게 바꿨는지 이해를 못하겠어요 그냥 고화질이든 저화질이든 제가 선택할게요 이런 쓸데없는 설정 추가해서 인력낭비 자원낭비 하지마세요,5,False,ggnnou,동영상화질 원상복구 요함
29,2021-10-21 20:07:09,초기화하고나서도 여전한걸 보니 유튜브 문젠가 싶네요 이전에는 영상 아래로 내릴때 부드럽게 넘어갔는데 최근 몇달은 0.5~1초간 멈췄다가 내려갑니다 영상 틀면 그냥 검은 화면만 나와서 다시 껐다 키는 경우도 종종 있구요(이건 예전부터 그랬어요) 앱을 지웠다 다시 깔면 처음엔 부드럽게 내려가는데 계속 사용하다보면 어느새 다시 버벅이는게 거슬립니다,3,False,고려숭어,핸드폰 업뎃이후로 그래서 오류인가 했는데
30,2023-01-07 12:19:50,유튜브를 99%는 아이패드로 보는데 커뮤니티 기능이 활성화 안돼서 불편합니다 ㅠㅠ 유튜버가 평소 올리는 글이나 아님 뭐 이벤트 공지 이런거 보고 싶은데 아이패드는 커뮤니티를 활성화 안 시키셔서 못 보네요..ㅠ 핸드폰으로 본다는게 메모 안 해놓으면 까먹고... 도대체 왜 커뮤니티는 막아놓는건가요...?ㅠㅠㅠㅠ 제발 아이패드도 커뮤니티 기능 활성화 시켜주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,5,False,개발자님파이팅,커뮤니티 기능 활성화 해주세요
31,2022-03-07 06:14:32,매 영상 마다 자막 꺼야하는것도 쇼츠에서 계속 자막이 나오는것도 너무나 짜증납니다. 왜 기능적으로 퇴보하는지 모르겠네요. 설정에 자막 자동 노출 끄는 부분도 사라졌네요. 빨리 다시 복구해주세요.,5,False,어우텅댜,자동 자막이 너무 거슬립니다.
32,2022-08-02 02:00:17,숏츠 진짜 다 좋은데 이상한 영상 좀 안 나오게 해주세요 지금 강아지 목 잘리는 영상 보고 너무 충격 먹어서 손이 떨릴 지경입니다 이상한 야한 영상 같은 것 들 올리는 채널도 너무 많아서 숏츠를 보기 싫어질 지경입니다 제발 개선 부탁드려요,5,False,둘리56,숏츠
33,2023-06-29 13:26:39,세로로 된 영상을 보려고 하면 화면 크기 자동 맞춤 설정 때문에 영상이 잘려서 보입니다. 매우 불편한 기능이며 화면 크기는 본인의 기호에 따라 보는 것인데 기능을 본인의 선택에 따라 켰다가 껐다가 할 수도 없다는 게 너무 불편하고요 확대 기능도 따로 있고 자체적으로 확대를 함으로써 화면 맞춤이라는 기능이 있는데 선택조차 할 수 없게 자동으로 화면 크기에 맞춰 동영상 화면을 잘라내는 이 기능은 쓸데없는 기능인 것 같습니다. 없애주시거나 기능을 기호에 따라 끄거나 켤 수 있는 버튼을 만들어 주시면 좋겠습니다.,4,False,젭알요*^^*,화면 크기 자동 맞춤 설정 없애주세요
34,2020-08-05 17:11:05,아이패드로 유튜브를 보는데요 원래는 유튜브 홈화면에서 pc화면처럼 4줄로 추천이나 맞춤영상이 떴습니다 그런데 이번 업데이트 이후 거의 아이패드 한화면에 추천 또는 맞춤영상이 한개 반 정도 들어오더라구요 저는 이전에 썼던 방식이 더 편리하여 리뷰를 작성하는데요 다른분들은 업데이트후가 편리할 수도 있으니 이것을 설정할수 있었으면 합니다,4,False,heroking111,아이패드사용
35,2023-04-25 18:23:39,"영상시청중 전체화면, 일시정지, 설정 모든 버튼에 터치가 안되고 심지어 더블클릭(10초이동)도 안됩니다. 핸드폰 기종은 아이폰12프로고 현재 네이버에 들어가보니 아이폰유저들이 대부분 이 고충이 있네요
프로그램 종료후 재사용하면 아주잠시 버튼 사용가능하고 다시 증상 나오는데 빠른 조치좀 해주세요",3,False,파인트잔,아이폰 터치불량
36,2020-12-18 16:59:32,"저랑 같은생각을 가지고 있으신분이 계셔서 놀랐네욬ㅋㅋㅋ 저는 한국인 주접 댓글 보는 재미로 
꼭 댓글을 보는편인데 
제가 영어를 잘하면 모르겠는데 영어도 못하는데 
꼭 댓글 보면 영어가 잔뜩있고 좀 내려야 듬성듬성 
한국어가 나옵니다,,, 그래서 국가별로 언어를 볼수있거나 아니면 번역칸을 만들어서 누르면 번역된말이 나오게 됐으면 좋겠습니다ㅠㅠㅠ",5,False,오라라라아,댓글
37,2020-02-28 02:07:21,전혀 아이들과 관련이 없는 내용인데도 불구하고 유튜브 키즈가 걸려서 너무 불편합니다. 댓글도 막히고 딴 영상 찾아볼땐 영상도 끊기고.. 어린 아이들이 운영하는 채널이라면 이해하겠지만 도대체 왜 아이돌과 관련된 영상도 유튜브 키즈로 치는지 이해가 안됩니다. 크리에이터들이 직접 설정할수 있게하거나 강제적으로 막는건 크리에이터 뿐만 아니라 시청자도 보기 불편하다고 생각합니다. 꼭 고쳐주세요.,5,False,달려라 삼겹살,유튜브 키즈
38,2022-09-03 16:55:55,아이패드 전체화면으로 보다가 광고가 끝나거나 건너뛰기를 하고나면 화면이 작아지는 오류가 발생하고 있습니다. 기기 오류인가 해서 앱을 지웠다 깔아보기도 하고 업데이트도 확인해보기도 하였으나 대부분 아이패드에서 오류가 발생하고 있다고 하니 빠른 시일 내로 조치를 취해주시길 바랍니다.,5,False,엄갓,아이패드 오류
39,2023-07-04 11:49:47,"누구나 유튜브에서 가장 쉽게 접할 수 있고 어쩔 수 없이 봐야하는 광고를 적당한 수위에 맞춰서 내주세요. 광고는 메인화면에 뜨는 광고와 동영상을 보기 전 뜨는 광고가 있는데 그 둘다 시청자의 의지와 상관없이 보게 되는 광고 입니다. 그렇기 때문에 원치 않는 광고를 보는 연령대는 다 다를 수 밖에 없는데요. 어린 시청자에게 공포감을 유발 하거나, 좋지 않은 말을 알려줄 수 있는 광고는 내면 안 된다고 생각합니다. 성적으로든 공포감을 유발하거든 어린 아이도 쉽게 볼 수 있는 광고를 내주세요. 유튜브 키즈가 있더라도 초등학생과 같이 유튜브 키즈가 아닌 그냥 유튜브를 사용하는 어린 아이들도 많을 것입니다. 메인 화면에 뜨는 광고는 어린 아이가 봐도 상관 없을 썸네일로 해주시고 영상 보기 전 나오는 광고는 어린 아이가 봐도 상관없을 광고로 내주세요.",3,False,꽃푸딩,광고를 적당한 수위에서 내주세요.
40,2021-08-19 03:39:54,"아니 권장이고 높은 화질 설정이고 나발이고 
저는 그냥 제가 딱 정한 화질로 보고 싶다구요 ㅋㅋㅋ
그리고 높은 화질로 설정해 놨는데 와 자꾸 영상 중간에 화질이 바뀌는건데 ㅋㅋㅋ 고급으로 들어가서 직접 선택해도 마찬가지고. 무슨 업데이트를 할 때마다 앱이 이상해지네 업데이트를 할거면 개선을 하셔야죠",5,False,아이폰 처음 써보는사람,아 화질설정 진짜 개같이 바꿔놨네 ㅋㅋㅋㅋ
41,2021-11-29 15:14:56,안녕하세요. 평소에도 유튜브를 하루종일 봐도 질리지 않고 보는 사람입니다. 다름이 아니라 유튜브를 재생한다음 건너뛰기를 하는데 진동이 나면서 건너뛰기가 안될때가 많아서 리뷰를 작성해봅니다. 원인은 뭔지 모르겠지만 빠르게 해결해주시면 감사하겠습니다. 감사합니다,5,False,Afax X 중헌딘,버그(?)
42,2021-04-26 01:01:02,"예전처럼 화질선택하게 해주세요
이번에 업데이트되면서 진짜 불편해졌어요 하아.. 화질 고치려면 매 영상마다 클릭을 얼마나 해야하는지몰라요 1080으로 설정해놔도 다음 영상에서는 480이네요 진짜 너무 짜증나요 없애주세요",5,False,옹영앙ㅇ애,화질선택 고쳐주세요
43,2021-10-04 22:55:17,이번에 ios 15로 업데이트 하고 나서 유튜브 검색을 하고 영상을 볼려고 누르면 영상재생도 안되고 눌리지도 않네요. 로그아웃을 하고 지우기도 하고 했는데도 영상재생이 안됩니다. 이 부분에 대해서 고쳐주셨으면 좋겠습니다. (참고로 제 폰은 아이폰 12 pro입니다.),4,False,22uubean,영상을 누르는데 재생이 안되네요.
44,2021-08-27 18:57:04,"유튜브라는 앱 자체가 좋은 건 인정합니다 
관련 내용도 쉽게 접할 수 있고 좋은 점이 많지만
업데이트 관련 문제들이 많아 답답합니다
3월에 올라온 리뷰는 광고가 2개 가끔 나오니 그 문제를 지적하는 리뷰였는데, 오늘 보니 광고 3개까지 나오네요. 좀 적당히 넣어주세요. 일부로 광고 더 올려서 프리미엄 신청 받아 돈 더 받고 싶으신 것 같긴 한데, 이미 잘 되고 있는 앱이고… 그러니 광고는 좀 적당히 넣어주세요. 2개도 너무 화났었는데 3개는 너무하지 않습니까? 10초 이내도 아니잖아요. 그래도 화나겠지만, 광고에 신음소리 들리고 성적 관련 게임 광고도 나오던데 어린 자녀 휴대폰에서도 나오는 거 보고 정말 충격먹었습니다. 그럴거면 19세는 왜 막아놓습니까? 찾아보지 않아도 광고로 다 나오는데 이럴거면 막은 의미도 없지 않나 싶습니다. 광고 구분도 안하고 집어넣으시면서 1분, 길면 10분까지도 나오는 광고를 3개나 집어넣으시다니요 제발 적당히 해주세요",3,False,백설님,광고 좀 적당히 넣어주세요
45,2022-09-05 07:34:38,유튜브라는 어플을 좋게 보고 있고 또한 재밌게 보고 있습니다 하지만 요즘 핸드폰이 아닌 아이패드로 볼때마다 광고가 전체화면으로 본 뒤 건너뛰기를 하면 화면이 작아져 매우 불편합니다 버그인 것 같아서 지웠다가 다시 깔았는데도 그대로였습니다 별점 1개 주면 보지도 않을 것 같아 5개 드립니다,5,False,안녕안녕ㅎ안녕빨리고쳐줘어떻게해야넘어가이거,아이패드 광고나온 후 화면 작아짐
46,2023-04-03 15:36:09,"유툽 뮤직 어플만 사용해봐도, 지금 듣는 노래 이후에 원하는 노래를 play next 버튼만 누르면 재생목록에 바로 추가가 가능한데, 정작 youtube 영상은 추가가 안돼서 영상이 다 끝난 뒤에 일일이 눌러야 하는 불편함이 있네요 😂 이 점이 개선되면 너무너무 좋을 것 같습니다!",5,False,jesynle,음악어플처럼 play next가 있었으면 좋겠습니다
47,2020-10-03 00:12:12,"제 리뷰 보시라고 별 5개 했는데, 5초동안 소리만 흘러나오고 화면은 멈춰있는 경우가 너무 많습니다. 유튜브 앱을 시청한는 시간이 길어질수록 현상이 더욱 심해집니다. 너무 불편합니다.. 기종은 아이패드6입니다.",5,False,태홍탄캄초ㅑ,아이패드 동영상 볼 때
48,2022-06-06 11:29:52,원래 있었던 기능 편하게 잘 쓰고 있었는데 굳이 왜 없애셨나요.....이번 업데이트에서 기능 사라지면서 예전 영상 보고 싶을 때 이제 아예 맨 밑으로 스크롤 해야돼서 불편함이 이만저만이 아닙니다 오래된 순으로 보기 다시 돌려놔주세요 제발 ㅠ,4,False,썸원체고체고,영상 오래된순으로 보기 돌려놔주세요ㅠㅠ
49,2023-05-30 10:06:05,채널 추천 안함을 눌렀는데 왜 추천 되는거죠..? 음란한 영상이 추천되고 다른 사람을 외모로 비판하는 영상이 제가 좋아할만한 영상이라구요..? 🥺 아무리 그래도 그건 아니죠….,5,False,다이어트힘들ㄷr,채널 추천 안함 눌렀더니( 잘 보이라고 일부로 별 5개 누름)
50,2022-04-04 09:32:42,업데이트 이후에 재생목록이 제대로 작동하질 않아요 첫곡 다음 곡으로 안넘어감 셔플도 안됨 앱 지웠다 깔았는데 정상이 되었다가 이제 또 안되네요. 제발 고쳐주세요!!!!,5,False,별명을써야하나,재생목록 오류
