,Unnamed: 0,date,developerResponse,review,rating,isEdited,title
10,10,2021-02-23 15:18:59,,"타 어플과 비교했을때 뭔가 좀 더 상업적인.. 비지니스 적인느낌이 강하다고 해야될까요.
쿠팡이 왠지 롯데마트나 이마트보다는 코스트코 같은 느낌이나듯이(개인적인 의견) 쿠팡잇츠도 저에게는 그런 느낌으로 다가오는 듯 합니다. 개인적 취향의 차이 그리고 회사마다 각각의 기업철학, 색깔 등의 차이겠지요. 너무너무 편리하고 어플도 구동 잘 되는 것 같아서 너무 만족하면서 사용 중이지만 왠지 좀 더 내 *마음, 정*이 가는 쿠팡잇츠이기를 저 혼자 바래봅니다  제가 좀 감성적인 편이라^^ 
여튼 늘 감사드리고, 앞으로도 잘 부탁드립니다~ 화이팅!!",5,False,너무 너무 좋긴 좋은데 뭔가..
11,11,2022-08-22 14:26:42,,이번에 진짜 실망이네요 이렇게 주문지연될거면서 취소도안되고 고객센터 연락도안되고 어쩌라는건지 쿠팡이츠가 빨라서 쓰는건데 엄청나게 기다렸네요? 매번 고치겠다더니 늘 똑같은걸보면 얼렁뚱땅 이렇게 넘어가려나보네요,1,False,배달이 느릴땐 어떻게 해야하나요?
12,12,2019-07-12 07:39:02,"{'id': 9638345, 'body': '안녕하세요 눈누누누난나 고객님. 쿠팡이츠를 이용해 주셔서 고맙습니다! 간혹 비오는 날이나 주문이 몰리는 경우에는 음식점 수가 줄어들 수 있는 점 양해 부탁 드립니다. ㅠㅠ 이런 일 없이 다양한 음식점에서 계속해서 로켓배달 해드릴 수 있도록 노력하겠습니다. 로켓머니 결제는 향후 지원 예정이니 조금만 기다려 주세요!', 'modified': '2019-07-12T23:55:07Z'}","관악구 끄트머리에 살아서 서초구 오픈했을때부터 이용했습니다. 초반엔 주문 가능한 곳이 얼마 없어서 ㅠㅠ 그게 너무 아쉬웠는데 이제는 엄청 많네요! 게다가 로켓배송....진짜 너무 좋아요~ 다른 배달 어플보다 훨씬 빠른것 같아요! (물론 식사 피크 타임에도 써봤는데, 빨랐어요~) 다만 비오는 날은...왜 때문인지 배달 가능한 음식점 수가 확 줄었더라구여...왜일까요?? 그리고 결제는 쿠팡처럼 로켓머니로 결제 안되나요?? 연계되면 좋겠어요~~ 아직까지는 큰 불편함 없이 편하게 사용하고 있어요!",4,False,역시 로켓배송!
13,13,2020-11-17 06:23:54,,"앱자체는 좋아 별점 5점으로 리뷰 남겨요

전까진 잘 썼는데 요즘 오류가 너무 심합니다. 원래 메뉴 고르는데 오래 걸리는데 어플을 키고 좀만 메뉴들 써칭하다보면 갑자기 네트워크 연결이 안된다며 뭘 클릭해도 안되고 결국 어플을 완전히 껐다가 다시 켜야 되더라구요. 그러면 내가 메뉴들을 어디까지 봤는지 다시 내려가며 찾아야되구요...한두번이 아닙니다. 혹시나 싶어 데이터키고도 사용해봤고 그래도 안돼서 인터넷 들어가보니까 다른 것들은 다 사용 잘 됩니다. 결론은 제 와이파이와 데이터엔 문제가 없는거구요 어플 자체에서 갑자기 사용중단되는 거라는 겁니다. 빨리 버그 수정 좀 부탁드려요.",5,False,잘 쓰고 있었는데...
14,14,2022-08-26 10:20:32,,"신호무시하고 빠르게
배달해달라는게 아닙니다. 왜 러시아워에 배달피크타임에 자동차와 자전거 배달을 운영하나요? 오토바이 배달기사가 부족해서? 왜 소비자가 피해봐야하나요? 자전거와 자동차로 음식배달은 문제가 있으니 가선해 주세요. 새벽배송,공산품 배달도 아니고 이건 아닙니다. 주문한 사람은 짜증납니다!!!!",1,False,배달의 생명은 신속
15,15,2021-06-12 11:56:41,,"한집배달이라고 광고하던데 아님. 기사가 정 반대로 가서 뭔가 하고 문의했더니 다른 집 들렀다 오는거였다고 함. 그럼 왜 내가 이걸로 주문했나요?라고 하니 아무말도 못함. 보상? 아무것도 없고 10분만에 올거 20분 30분 걸려 받는거임. 고객은 고스란히 피해 받는거고, 배달예상시간이라고 처음에 뜨는데 그거 가게 측에서 계속 늘릴 수 있음. 결국 얼마 만에 받을 수 있는지는 모르는거고 배달 배정받고 가까워져야 그때 알 수 있음. 굳이 이 어플 써서 배달 시킬 이유가 없네요.",1,False,한집배달?
16,16,2020-04-22 03:14:10,,배달비가 생기긴했는데 쿠폰도 무제한이라 배달비가 거의 없어요 실시간으로 어디까지 왔는지 확인가능하고 다른업체처럼 여러배달 한꺼번에 해서 미뤄지는 방식이 아니라서 쉽게 불수있는 면종류나 신선함이 요구되는 회종류를 시킬때도 안심하고 시킬수있어요 최고에용!!,5,False,쿠팡이츠 최고에용
17,17,2019-12-19 09:41:20,"{'id': 13870646, 'body': '고객님 소중한 피드백 감사합니다. 앞으로 좌표 설정 등 정확한 배달 위치를 설정하실 수 있도록 개선해 나가도록 하겠습니다.\n', 'modified': '2020-03-05T09:23:01Z'}","어플 편리하게 잘 이용하고 이용하고 있습니다. 

그런데 주소설정이 불편해요. 대학교 캠퍼스 내에서 시킬 때가 많은데 건물이 많다보니 정확한 건물이 검색이 안 될 때가 많습니다. 주소검색 결과로 나오는 곳 중에서 고르고 자세한 주소를 덧붙여 적어도 배달기사님들이 자주 검색이 안된다며 전화를 하세요. 기사님도 헤매시고 저도 금방 받을 음식을 내내 기다린 적이 몇 번 있었습니다. 

그리고 주소를 적어도 좌표가 어디로 찍히는지는 주문하고 나서 배달을 기다릴 때에야 확인이 되더라고요. 주소 작성 후 바로 확인할 수 있으면 좋겠어요. 좌표수정도 가능하게 고쳐주시면 편할 것 같아요.",4,False,주소작성 후 위치를 좌표로 찍을 수 있게 해주세요.
18,18,2022-02-05 04:02:07,,"무료배달이라고 표기된 업체 보면 대부분 다 조건부 (얼마이상주문시)인 경우가 태반인데 
사용자 입장에서 소액주문시 배달비 있는경우라면 예를들어 2000원~무료배달 이런식으로 표기하는게 맞다고 봅니다",3,False,무료배달 표기 건의
19,19,2021-06-19 04:37:05,,치타배달이라면서 1시간 넘게 배달 파트너가 안 구해져서 20분 배달 예정이었던 것을 가게 사장님이 다른 배달업체 불러서 1시간 반 만에 받았습니다. 이런 부분이 전혀 모니터링이 안되는지 잘 받았으면 가게 리뷰나 써달라고 뜨는게 어처구니 없어 가게 리뷰가 아니라 앱 리뷰를 씁니다. 고객센터로도 전화를 걸었는데 상담 직원만 죄송하다고 하는게 무슨 의미가 있을지요. 어차피 하청일텐데 개발쪽은 전달이 되기나 했을지 모르겠네요.,1,False,배달할 역량이 안되는데 치타배달이라고요?
20,20,2023-07-23 02:07:49,"{'id': 37886115, 'body': '안녕하세요, 쿠팡이츠 입니다.\r\n \r\n먼저 쿠팡이츠 APP을 이용하시는 과정에 불편을 드리게 된 점 사과 말씀 드립니다. \r\n \r\nAPP 사용 시 개선이 필요한 점에 대하여 말씀하여 주신 고객님의 의견을 담당 부서로 공유하여 점검하며 보다 편리한 APP으로 이용하실 수 있도록 개선해 나가겠습니다.\r\n \r\n앞으로도 많은 관심 부탁 드립니다.\r\n \r\n감사합니다. \r\n \r\n- 쿠팡이츠 드림 -', 'modified': '2023-07-25T09:00:33Z'}",와우 할인이라는 문구가 자꾸 번쩍번쩍 거리니까 거슬려서 짜증나요 꺼 버리고 싶음,5,False,거슬려요
21,21,2022-01-08 06:46:56,,"오랜만에 이츠에서 중식 시켰는데 자동차배달이 걸렸네요 오토바이로 오면 5분만에 오는 길인데 학교가 많고 신호가 많아서 그런지 20분넘게 걸리네요 
게다가 지하주차장에 느긋이 주차하고 픽업이라니 덕분에 면은 다 뿔어터지네요
쿠팡이츠 자동차배달 최악인제 내가 깜빡했다 내잘못이다 이 앱을 지워야지 휴",1,False,중식인데 자동차배달이 왠말인가요
22,22,2022-02-28 00:45:30,,"앱 깔수 있는 나이제한은 4+인데 만 14세미만은 사용을 못하게 하네요 
그냥 앱나이제한을 14세로 해놓으시는건 안되는걸까요? 괜히 헷갈리네요..",3,False,14세미만은 사용을 못하네요
23,23,2021-06-19 10:45:37,,고객센터 연락도 안되고 요즘 통화될때 까지 기다리는데가어딨어요 3번째빠꾸 맞고 열받아서 씁니다 번호남겨서 연락을 기다려도 짜증날판에 이런식으로 할꺼면 배달사업 안하시는게 낫지않을까요? 배달밀렸을때 진짜빠르게해야 배달이지 바쁘면 마춰서 음식을 맞춰서 나오든가 식당에선 다만들고 기다리는데 배달원 없어서 못배달한다고 다식어서 갔다주면 소비자 가지고 장난칩니까? 항의할라하믄 고객센터로 하라글고 참 어이없네요,1,False,하나도 아깝네요
24,24,2020-11-20 06:00:20,,"요새 데이터 요청 실패 했다는 메시지가 너무 많이 뜹니다
이용하지말라는건지 원래 안그랬는데
쿠팡이츠어플만 그래요",5,False,데이터 요청실패
25,25,2020-04-16 05:23:47,,배달도 빨리 되고 배달비 무료에 쿠폰까지 써서 정말 저렴하게 먹었어요. 진행상황도 알 수 있게 계속 보여주니까 속이 다 시원하고 준비할 수도 있고 정말 혁신적이네요. 타배달앱과는 만족도가 비교도 안되게 높습니다. 배달비 무료인게 진짜 최고..이제 여기서만 시켜먹을것 같아요.,5,False,정말 최고입니다
26,26,2019-08-09 11:11:53,"{'id': 13870705, 'body': '고객님 소중한 피드백 감사합니다. 앞으로도 극강 초스피드로 배달해 드리도록 하겠습니다!\n', 'modified': '2020-03-05T09:24:40Z'}",강서구에도 쿠팡이츠가 들어 왔네요. 평소 배민을 이용하는데 오늘은 배송비가 무료여서 쿠팡이츠로 주문을 해봤어요. 근데 이게 넘 빨리 와요 ~~ 역시 로켓배달 ㅋㅋ. 주문 후 30분도 지나기 전에 배달이 되네요. 첨엔 뻥인 줄 알았어요.  극강 초스피드네요. 다른 앱과 달리 배달하시는 분이 어디 쯤 오고 있는지도 확인이 가능해서 재밌었어요.,5,False,역시 로켓배달
27,27,2021-09-01 06:35:22,,"하 ... 너무 화나서 글남겨요
진짜 배달 엉뚱한집에다가해놓고 저보고 가져가라니... 말이 되나요? 자기 지금 이미 멀리와있다며
저보고 가져가라네요 그러면서 배달비는 왜 처먹나요? 그럴거면 제가 픽업해가죠 매장에서
일좀 똑바로 하세요",1,False,배달파트너 제대로좀쓰세요
28,28,2021-06-19 10:54:02,,"저녁식사가 급해 서비스나 할인이 제공되는 타 어플대신에 쿠팡이츠 어플 상에서 18-20분으로 표기되는 음식점에서 주문을 함
최대시간을 고려해도 20분인데 주문하고 나니 예상시간 30분으로 늘어나고 중간에 배달 현황 확인해보니 갑자기 시간이 추가되어 결국은 40분으로 변경됨
이에 대해서 고객센터에 항의하자 치타배달의 시간은 메뉴가 준비되는 시간을 뜻하고 배달 시간은 별도라는 어이없는 변명을 시전함
애초에 이렇게 40분이나 걸리면 서비스 할인도 없이 빠른 배달만 믿고 주문하는 쿠팡이츠는 사용할 필요도 없었는데, 표기되는 시간보다 2배나 걸리게 해놓고선 황당한 변명으로 대응하는 쿠팡이츠, 이건 고객 우롱이나 다름 없는거 아닌가요?
사과와 서비스 개선에 대한 약속이 필요합니다",1,False,치타 배달 지연에 대한 어이없는 변명
29,29,2022-01-09 01:46:39,,"무료배달 표시기준좀 바꿔주세요… 
3,5만원 이상 시킬 일이 별로 없는데
계속 낚이고 검색하기 힘들어여",4,False,UI도 편리하고 이미지도 깔끔 다 좋은데
30,30,2019-11-09 03:49:30,"{'id': 13870688, 'body': '고객님 소중한 피드백 감사합니다. 앞으로도 많은 이용 부탁 드립니다!\n', 'modified': '2020-03-05T09:24:15Z'}","배달이 안 되던 동네 음식점이나 베이커리, 카페까지 집으로 배달 받을 수 있어서 무척 편리합니다. 또 실시간으로 배달원의 위치 현황을 알 수 있는 점은 큰 강점입니다. 다만 이번에 새로운 아이폰 11 프로에서 배달 현황 알림이 활성화 되지 않습니다. 지우고 다시 깔아도 마찬가지네요. 수정 부탁드립니다.
<수정> 위의 알림이 안 되던 사항이 수정됐습니다. 빠른 수정 감사합니다.",5,False,좋습니다
31,31,2022-08-12 11:07:45,,"배달파트너 배정도 느리고, 심지어 파트너가 한번에 두건 배달하는것도 걸림 어느정도 피드백을 했으면 개선이 될만도 한데 한달 내내 이러니까 이럴거면 이 서비스 왜 쓰나 싶음
70프로라고 썼는데 90프로로 정정함",1,False,시키면 90% 는 지연됨
32,32,2021-12-31 13:31:37,,이런 거지 같은 운영은 첨보네요. 배달예정 시간이 지나서도 안오길레 음식점에 확인 해보니 쿠팡이츠에서 라이더 배정이 안되서 음식을 만들지도 안고 있구 쿠팡이츠는 첨 배정된 라이더가 거절했다고 그 다음은 어떻게 진행되는지 아무도 모르고 있네요. 참 어이가 없네요,1,False,이런 무책임한 운영
33,33,2022-01-22 04:10:33,,잘 사용하고 있었는데 성희롱 관련 문제 터진거 보고 안쓰고있어요. 제대로된 피드백 부탁드립니다,5,False,테스트 페이지 성희롱 관련 피드백 주세요
34,34,2022-08-20 11:05:22,,"배달비 6천원씩이나 받으면서 4키로 이내에 한시간 걸려 카레를 영접하고, 어제는 80분 걸려 물회를 받고 나니 저는 쿠팡이츠를 삭제 하렵니다. 돈 받으려면서비스 품질 개선하세요.",1,False,지연배달
35,35,2021-11-14 09:37:25,,유튜브 광고에서는 막 치킨 만 5천원 할인해서 2천원이래놓고 다운로드해서 들어가봤더니 5만원 이상이어야 적용이 된다네요. 다시 광고 보니까 아주 쬐끄만하고 배경과 색깔 비슷하게 5만원 이상 주문이 이러고 쳐 앉아있네요.,1,False,진짜 광고 역겹네요.
36,36,2021-06-13 04:24:36,,한상 배달시간보면 어느순간 1분 2분 많게는 5분도 쭉쭉 올리더라 ㅋㅋ 그렇게 올리다보면 첨에 20분 걸린다는거에서 두배로 사십분 넘게옴ㅋㅋㅋㅋ 근데 서비자 농락하명서 그렇게 수수료 먹고싶냐ㅋㅋ 사십분 넘엇으면 편의점에서 쳐사먹었겠지ㅋㅋㅋ 으이구 이번거 먹고 바로 지울게,1,False,쿠팡이츠 소비자농락
37,37,2020-02-19 02:23:55,"{'id': 13870730, 'body': '고객님 소중한 의견 감사합니다. 영수증을 메일로 보낼 수 없어서 많이 불편하셨을 것 같네요. 이제는 영수증 출력 기능이 생겨서 주문에 붙여 드리고 있으니 이용에 참고 부탁드립니다!', 'modified': '2020-03-05T09:25:28Z'}","비용처리를 해야해서 사장님들께 문의사항에 넣으면 매장사정으로 영수증 출력 안된다는 곳고 있었고, 고객센터에 전화해서 이메일로 보내달라고 하면 컴퓨터에서 캡춰한 것을 보내서 출력하면 글씨가 다 깨지고... 그냥 이메일로 보내기 메뉴만 하나 만들어주면 서로 편한텐데말이죠. 음식점 사장님한테 떠넘기고서 고객들이 불편하게 일일이 부탁하게 만드는 지 모르겠어요.",3,False,영수증을 이메일로 받아볼 수 있었으면 좋겠습니다.
38,38,2021-11-18 09:56:32,,"20-30분오는 치킨집인데 쿠팡이츠는 쿠팡배달파트너님들 장난하나 한시간걸린다고하고 예상시간보다 훠어어어어얼씬 더 늦어서
음식다식게오네요 가게 사장님도 답답하다그러시고;;;",1,False,단골가게 타사 앱으로 시키면
