,date,review,rating,isEdited,title,userName,developerResponse
14,2023-08-17 16:07:42,"앱 켤 때마다 뭐가 어디 붙어있는지 눈으로 훑어 찾아야 하고 한눈에 들어오지가 않아요 난잡해요
구글흉내내는 건지 네이버 앱 깐 상태로 사파리에서 로그인할랬더니 네이버 앱이 로그인을 막더라고요ㅎ 진짜 뭐라고 설명할 수가 없는데 총체적으로 다 구려요 난잡스러워서 앱 켜기가 싫어요",1,False,UI 진짜 구리고 사용성 떨어져서 불편할정도예요,semobi,
15,2023-08-30 14:13:10,원치않은 숏폼 제발 없앨수 있게 해주세요 영양가조 없이 낙시로 돈버는 역겨움 이용자 대부분이 원해서 영상을 보는게 아니고 강제로 광고성 봐야되잖아요 내돈내고 영화볼때 광고 10분 이상 볼때의 불쾌함 보다 더한게 실수로 넘겼을때 시끄러워요 짜증남,1,False,클립,로아무한,
16,2022-05-25 09:09:45,검색창 위젯 밑에 (스마트렌즈 qr바코드 음악 내주변) 이거 네 개 있는거 없애고 검색창만 딱 뜨는 걸로 심플하게 만들어주세요. 갤럭시 네이버 위젯은 검색창만 깔끔하게 있던데 아이폰 위젯은 흰색 배경에 두껍고 이상해서 너무 꼴보기 싫어요. 검색창만 있는걸로 선택이라도 할 수 있게 좀 바꿔주세요!!!!!,5,False,네이버 아이폰 위젯 좀 제발 바꿔주세요!!!!!,강ㅌ퇴,
17,2023-08-24 00:40:31,"쓰기 불편하다고 아침부터 엄마한테 전화 왔어요.. 네이버가 이상하다고. 인스타도 아니고 콘텐츠가 너무 많아서 피로감 드네요.
네이버 본연 기능인 검색엔진에 집중해주셨으면 좋겠어요. 적어도 이전 버전으로 바꿀 수 있게 해주세요~",1,False,쓰기불편,배고싸요,
18,2023-08-23 01:34:07,네이버앱 그간 몇년을 썼는데 정말 놀랐습니다. 홈 화면 열자마자 산만하고 관련도 없는 컨텐츠는 갑자기 왜 보여주는것이며 사이사이 광고는 왜 그리 많습니까? 누가 홈 화면을 이런 식으로 구성해요? 개인이 맞춤화 하게끔 되어 있는것도 아니고.,1,False,말도 안되는 업데이트,Jinu6440,
19,2023-08-26 15:39:44,"네이버 앱 잘 쓰던 사람인데 이번 업데이트에 생긴 클립?! 와 개불편함 
괜히 어설프게 다른거 따라하는거 같은데 영상들도 다 불편한것만 나오고 최악이네요
없어지지도 않고 그냥 앞으로 앱 사용안하려고요",1,False,업데이트 최악,꿀떡돼지,
20,2020-11-21 04:28:08,"요즘따라 재부팅 시간도 오래걸리고 , 
잠깐 다른 앱으로 들어갔다가 다시 오면 왜 네이버 새로고침이 되나요??? 심지어 5초씩 걸림 으으 제발 좀 고쳐주세요 그럼 좋은 하루 되세요 감사합니다",3,False,으 왜 매번 새로고침 되나요,클래스카드최공,
21,2022-02-06 17:28:11,"네이버 신버전나왔다고 바꾸라고 해도 절대 안바꾸던 사람입니다. 근데 어느순간 바뀌어버리더군요
진짜 진짜 진심 신버전 너무 불편합니다.
원래 쓰던 구버전이 익숙해서 그런지 모르겠지만 한 눈에 보이는것도 없고 기사나 소식을 보려면 구지 눌러서 들어가야하고 ..
그냥 옛날처럼 구버전 신버전 둘 다 쓸수 있도록 두가지를 내주세요 제발 ㅠㅠ",1,False,구버전도 할 수 있게 해주세요 제발,우주최강이쁘니,
22,2022-02-23 15:08:01,"네이버 아이디를 2개 사용중인데 네이버앱이 1개의 계정에만 otp, 알람기능을 제공하더라고요. 부계정도 보안상 otp도 쓰고싶고, 실시간 알람도 받고싶습니다. 다계정 지원도 해주세요",5,False,다계정 지원 요청드립니다.,스기하라 마나미,
23,2023-09-01 09:53:28,클립 생기면서 보던 창이 자꾸 클립으로 넘어가버림. 도대체 무슨 생각으로 기능을 이딴식으로 없데이트 했을까. 없애지도 못하고 왜 클립이라는 서비스를 고정해놔야 되는지 이해 불가.. 하 지들이 사용은 해보고 개발하는 건지 궁금하다,1,False,클립 좀 안볼 수 있게 해줘라,"hk,PARC",
24,2021-05-27 11:33:10,"이렇게 불편하게 만들어 놓으시면 ㅠㅠㅠㅠ
진짜 네이버 말 많아도 꾸준히 잘 썼는데
이러면 다른곳으로 옮겨야하나 고민될정도네요
검색도 불편하고 이상하게 바뀜
정보 얻기가 엄청 불편해짐 ;;;;",1,False,업데이트를 필수로 해야한다면서,ㅗㅗ눙ㅇ,
25,2022-01-01 12:52:51,세상 어떻게 돌아가는지 모르겠습니다.. 코로나 시대에 더 답답하네요 국민이 몰라야 하는 엄청난 일들이 뒤에서 벌어지고 있는건가요? 정권 바뀌면 실검 돌려놓으실건가요? 도통 이해가 안갑니다.. 제발 돌려주세요..,5,False,실검기능 돌려주세요..,오류개선좀요ㅠ,
26,2020-04-25 15:56:54,"정말 불편합니다. 잠깐 나갔다 오거나 하면 리셋되면서 네이버 로고만 있는 하얀 화면이 하염없이 계속되다 마침내 어김없이 뜨는 메인화면 진짜...첨에는 쓰기 엄청 불편했는데 이제는 쓸때마다 짜증이 납니다. 그래서 구글 사파리나 다른 검색엔진 창을 통해서 네이버를 사용하고 있습니다.....도대체 진짜 엄청 불편해 미치겠는데 제발 잠시 나갔다오던, 오랜만에 재사용하던 상관없이 사람을 짜증나게 만들고 있는 메인화면이 다시뜨는게 아니라 마지막으로 쓰던 화면이 보였으면 좋겠습니다. 덕분에 네이버에 탭만 쓸데없이 50개 이상이 생겨져 있는데 귀찮아서 지우지도 않고 있습니다. 이 리뷰를 쓰고 또 들어가면 또 한개가 새로 생기겠지요....그래서 사파리로 네이버 들어갑니다....아님 그냥 구글 쓰던가....요즘같이 어플이 넘쳐나는 세상에서 어플 쓸때마다 짜증이 나는데 계속 쓰는건 네이버 밖에 없지 싶습니다.. 대단하십니다.",1,False,재사용시 계속 메인 화면 뜨는 거 수정,LEE JI AE,
27,2019-12-16 16:48:31,"어느날 부터 딴거 좀 하다오면 보던 창 사라지고
메인 첫화면으로 로드되는거 대체 언제고치나요? 진짜 어디딴거 보고 올때마다 조마조마 불안불안 짜증나요! 
그리고 지난주부터 갑자기 위치가 계속 터키로 잡혀서 메인첫화면 검색창 아래에 터키에서 유용한 정보가 떠요! 진짜 핵폭발할것같음- 설정에서 위치허용 하기 싫거든요? 안하고도 이제껏 아무일 없었는데 그거 안하면 무조건 터키로 바뀌고- 지금 터키신가요? 질문창 아주가끔 뜨는데 아니요 기능도 없고- 무조건 터키로 설정됨- 핵빡침- 위치접근 허용/허용 안함 이거 지금 몇십번 왔다갔다함- 
쓸데없는걸 만들어서 ㅎ 없느니 못하네요- 왜 자동으로 지맘대로 자꾸 터키래 ㅎㅎ",1,False,오류 수정 좀 제발해주세요 참다참다 리뷰쓰게하네요,redapplea,
28,2021-06-29 14:44:34,"신버전 불편합니다. 
고객 니즈를 다양하게 반영해주세요.
일방적으로 8월에 일괄 변경한다는 통보는 매우 아쉽습니다.  차라리 현재처럼 선택해서 사용하게 해주세요. 한국 탑급 포털사이트의 횡포인가요? 고객의 소리를 제발 귀담아 주세요.",1,False,구버전 유지해주세요,최아연 아티클,
29,2023-08-16 13:40:32,"무분별한 추천 키워드 끄게 해 주세요 관련 없는 검색어, 알고싶지 않은 검색어들 나오는 게 피로해요 그리고 추천 키워드 사진도 안 보이게 해 주세요 가끔 자극적인 사진 나올 때 당황스러워요 내가 찾고 싶은, 원하는 검색어에만 집중하게 해 주세요ㅠㅠ",5,False,네이버팀,갓낫닷,
30,2022-02-23 17:35:47,분명 라이트모드로 설정했는데 왜 검색만 하면 다크모드로 전환되는지... 또 홈으로 가면 언제 그랬냐는듯 라이트모드고.. 한두 번도 아니예요. 평소 괜찮게 사용하다 왜 가끔씩 다크모드가 되나요.. 뭘 잘못 눌렀나?싶어 설정 들어가봐도 라이트모드로 되어있고..,1,False,다크모드인지.. 라이트모드인지 한 가지만 제발요 눈이 아파,unna☺️,
31,2021-12-03 17:17:24,"바뀐버전 메인화면 url 입력도 어렵고 카페나 다른곳으로 접근도 어렵고 그냥 검색만되는데 왜이리
등신같이 업데이트를 해놓는건지 물음표가 계속 생깁니다",1,False,메인화면 왜 등신같이만들었나요,카러플규,
32,2023-07-04 15:09:05,"실시간 검색어 제발 다시 부활되게 해주세요.
요즘 유행에 너무 뒤쳐져서 필요합니다…..
실검 있던 그 시절이 너무 그립습니다아..",3,False,네이버 실검,이타쿠눠넞,
33,2019-07-10 11:56:42,"안이랬는데 최근들어서 잠시 다른거 보려고 앱 나갔다 들어오면 먹통돼서 아무것도 안먹혀요.
너무 갑작스럽게 이래서 언제 왜 이렇게되는지 가늠도 안되고 아예 앱을 껐다가 켜야하니까 보던거 다시 켜야하고 진짜 너무 불편하네요..
웬만하면 리뷰안쓰는데..",1,False,자꾸 갑자기 멈춰버려서 앱을 껐다가 커야하네요,귀터질뻔,
34,2021-05-12 10:54:57,뭔 매번 업데이트 할 때마다 쓰기가 더 불편해지는지.. 좀 익숙해지려고 하면 바꾸고 하면 바꾸고 작작 좀 바뀌면 좋겠어요. 이전에 편하게 쓰던 기능 다 없애버리고 무엇을 위한 업데이트인지!,1,False,다운그레이드가 취미인가...,myeong0617,
35,2021-05-10 02:31:47,"이번 업데이트 상당히 별로네요
쓰려고 하는 기능들은 죄다 어디 숨겨놓고 잘 안쓰는 기능들은 다 나와있고 안쓰는 기능 홍보하려고 하는건지..;;
왜 굳이 불편하게 업데이트를 하는건지 모르겠네요
네이버 진짜 편하게 잘썼는데 이젠 네이버 관련된건 웹툰말고 안들어가요 들어갈때마다 화딱지 나서",1,False,업데이트,zxxcbbn,
36,2019-02-18 00:53:54,"관련직종에 있는 사람으로써 리뷰를 드리겠습니다

개편하기 이전에 먼저 사용자 분석을 하지 않은 결과라 생각합니다.
대부분의 유저들은 네이버를 검색으로 사용하지 않습니다.  구글을 이길려고 하나요? 그러면 구글과 같은 방식으로 이길려고 하지말고 네이버의 장점을 더 살려보세요.  더이상 네이버 앱을 사용할 니즈를 찾지 못해 웹으로만 사용하고 있습니다 본질을 잃지 마세요. 네이버는 더이상 검색이 주가 아니라 한국 최고의 포탈입니다 첫화면에 볼거리가 가득하게 바꿔주길 기대합니다",1,False,누구의 생각인가요?,와우!!!!,
37,2021-06-24 07:39:25,네이버 구버전 좀 쓰게 해줘요 제발! 신버전 누가 생각한건지 모르겠지만 고객들이 편해야 진짜 편한거지 본인들의 센스있음에 취해서 말 안 듣고 신버전으로 다 바꾸지 마시라고요 ㅋㅋ 선택지는 계속 줘야할거 아니에요..,1,False,구버전 좀 쓰게 해줘요,skkbsn,
38,2023-07-05 11:08:13,페이앱 첫페이지에 왜 굳이 자산이니 보험이니 이런게 나와야하는지 의문이고 리뷰랑 구매확정 누르는데 왜이리 오류가 걸리는지 모르겠다. 주변사람들 모두 불편해서 쓰기힘들다는데 왜 이런식으로 업데이트 하는지 모르겠다.페이를 쓰라는건지 말라는건지 모르겠다.,1,False,나날히 퇴보하고있는 네이버앱,레몽디,
39,2021-07-08 01:08:48,"이전에는 전체화면이 아무리 길어도 잘리거나 깨지지 않고 잘 캡쳐됐는데 핸드폰을 바꾸고 네이버를 업데이트하니 조금만 길어도 아예 캡쳐되지 않네요

저처럼 매우매우 긴 화면도 캡쳐해야하는 사람들을 위해 수정해주시면 감사하겠습니다.",1,False,전체화면 캡쳐,뇌척수액,
40,2019-10-19 06:20:39,ios13 업뎃이후부터 갑자기 검색차트부터 뉴스 등등 전 카테고리들의 레이아웃? 들이 깨진채 글이나 사진들만 딱 보이고 이용할 수 없을 정도에요....그리고 2차 로그인할때 앱알림도 안 옵니다..(알림 켜놔도 안와요;;) 빠른 앱 업데이트 부탁드립니다.,2,False,+불편사항,노멤버,"{'id': 12179003, 'body': '안녕하세요. 네이버 담당자입니다. \n\n번거로우시겠지만 말씀 주신 현상에 대한 좀 더 자세한 정보를 고객센터에 접수해주시면 원인 및 조치 방안 확인 후 답변 드리도록 하겠습니다.\n\n감사합니다.', 'modified': '2019-12-03T08:50:49Z'}"
41,2021-07-06 14:25:51,홈버튼 누르면 둥글게 나와서 내가 설정한 즐겨찾기 기능들 바로바로 갈 수 있어서 좋았는데 그거 왜 네이버에서 지정한건가요;;;사용자를 위한 앱인데 그 반대로 갔어요 ㅎㅎ 다시 그 기능 쓸 수 있게 해주세요~,2,False,네이버 너무 잘 쓰고 있는데요ㅠ,zzzgzz,
42,2019-04-24 17:55:01,네이버 사용 많이 하는데 기존 버전이 훨씬 좋아서 업데이트는 했지만 기존 버전으로 쓰는데 네이버 들어갈 때마다 자꾸 새 버전으로 바뀌어 있어서 매번 기존으로 바꾸기 진짜 짜증나네요 제발 한번 기존 버전으로 바꾸면 안바뀌게 수정 좀 해주세요,5,False,제발 고쳐주세요,ㅓ아도야지재뉴,
43,2019-09-20 17:40:26,"ios13으로 업데이트 하고 난 뒤부터 네이버가 엄청 버벅거려요. 네이버쇼핑 화면에서 슬라이딩으로 페이지가 넘어가던게 넘어가지지가 않고, 화면 좌우로 슬라이드하면 이전 화면으로 넘어가던 기능도 네이버에서만 불가능해졌어요. 좌우 슬라이딩하면 무조건 초기 화면으로 갑니다.. 너무 불편해요.. 너무너무..",2,False,불편사항.,"...,......,,,;;;",
44,2021-06-20 10:54:29,모든 어플들 다 신버전으로 쓰는 사람인데 유일하게 네이버만 구버전 씀. 신버전 누가 디자인한건지 그전에 장점들을 싹다 없애버리고 몇번씩 더 클릭하게 만들어놓으면 어쩌라는거지? 검색엔진이 구글만큼 좋은것도 아니면서 ui만 구글 따라가는건 대체 무슨경우임; 구버전 강제종료 시키면 점유율 많이 떨어질거라 본다 실시간 검색어도 없애고 네이버의 장점이던 한눈에 들어오는 홈화면이 싹바뀌는데 누가씀?,1,False,별 한개도 아까운 신버전,하ㅏㅏㅏㅔㅓ,
45,2022-03-08 10:43:57,"구글스토어에는 네이버가 3세이상인데 아이폰앱은 왜 17세 제한으로 되어있나요?
제한 풀어주세요",4,False,나이제한 17세 제한은 왜 있나요?,연아승아빠,
46,2019-04-25 00:03:01,"하 이게 뭐죠... 업데이트 자동으로 됐는데 
진짜 이건 뭐 실용성 1도 없는 업데이트네요
누가 이렇게 하자고 한건지 모르겠지만 보는데 너무 불편해요 뉴스든 실시간검색이든 
다시 전 버전으로 고쳐줬음 좋겠네요",1,False,처음 남겨봄,징징23,
47,2021-05-24 16:07:11,"신버젼 너무 불편하고 구버젼 사용하는 사람도 많은데
그냥 공산당이네.. 
1등 포털사이트라고 우쭐하지 말고
고객의 소리를 좀 들었으면;
꼬우면 쓰지 말라는 마인드인가",1,False,도대체 구버젼 종료 왜하는건가요,명령핫도그,
48,2022-04-21 03:05:54,구버전 폐지하고 신버전으로 사용하는 강제성을 유저들에게 부여하는게 과연 한국을 대표하는 검색 플랫폼이 될수 있을까? 구와신의 조화로움이 이루어지는 네이버가 되면 좋겠습니다,1,False,구버전 살려내라,다다나가자,
49,2022-05-10 06:23:46,"리뉴얼 한 uiux디자이너를 포함한 모든 개발자들은 반성해야됨..대부분 사용자가 불편하다는데 개선할 생각1도 없음ㅋㅋ
도대체 구버전보다 불편하게 개발하면 어쩌나요?? 내가써본 앱중에 업뎃 이후 망한건 네이버앱뿐",1,False,구려,치킨이쥬아,
50,2021-04-30 08:57:00,"그린닷 즐겨찾기 원래대로 돌려주세요
필요없는 기능만 잔뜩 잘보이게 해놓고...
어떤 기준에서 업데이트 한거죠?",1,False,멀쩡하게 잘쓰던 메뉴를 왜..,눈물의아이폰유저,
51,2019-02-15 07:37:53,"이거 구글 따라하는건가요 ㅋㅋㅋ? 실시간 검색어 뉴스 같은걸 굳이 옆에 만든 이유를 모르겠네요. 또 어떤 이유인지는 모르겠지만 탈퇴한 적도 없는데 업데이트 이후 계정이 사라졌습니다. 그런데 네이버 고객센터는 너무 복잡하고 또 답장을 받으려면 좀 기다려야 하더라구요. 심지어 전화상담서비스는 없네요. 개인정보에 대한 서비스가 좀 늘었으면합니다. 네이버 계정으로 페이스북, 인스타그램도 만들고 과제도 하고 카페활동도 하는 등 나름 애용했는데 업데이트 이후 삭제 충동이 듭니다. 네이버가 전으로 돌아갔으면 하고 서비스도 더 나아지길 기다리겠습니다.",1,False,환멸,svveon,
52,2021-05-10 01:48:12,"기사나 블로그 같은 게시물을 공유하려고 공유버튼을 누르면 카카오톡이 메뉴에서 사라져있어요..자주 사용했던 기능인데 왜이런걸까요.. 지식인에서 소프트웨어, 네이버, 카카오톡 다 최신버전이어야한다는 글을 보고 다 업데이트했는데도 안되네요ㅠㅠ",1,False,카카오톡 공유가 안돼요,웨안돼,
53,2021-11-06 13:42:48,"약 2년전 네이버계정 탈퇴후 재가입을 시도했으나 지금껏 성공하지 못했습니다. 인증문자가 오지 않는 것 땜에 말이죠, 처음에는 네이버 고객센터에 나와있는 내용대로 확인을 진행했고 이윽고 저에게는 문제가 없다는 사실을 알아냈습니다. 고객센터 전화번호 차단도 안되있고 계정수 초과 등등 아무런 사유에 해당하지 않았는데도 인증문자가 오지 않았기에 고객센터 전화번호로 전화했더니 고객센터를 확인하라는 내용 뿐 상담원 연결조차 안되더군요. email로 확인신청까지 넣었으나 약 일주일이 지나도록 답변이 없었습니다.(email확인 신청은 어머니 계정인 yun65xxxx으로 진행했습니다) 대기업의 횡포입니까? 
답답해 미치겠는데 상담원 연결도 없어 계속 같은말에 확인 처리도 늦고 답변도 안와 결국에는 앱 리뷰에다가라도 써봅니다. 확인즉시 처리부탁드립니다",5,False,이 글 확인해주세요. 이 이상방법이 없어서 씁니다.,Laon-non,
54,2019-11-16 06:59:42,아이폰 사용자 인데요 원래 리뷰 같은거 하나도 안 쓰는데 진짜 화가 너무 나 씁니다. 네이버 보고 있다 잠깐 다른앱 있다 바로 네이버 들어오면 메인화면으로 되어있고 화면 잘 되다가 갑자기 멈추고 이러네요 이런것좀 개선해주시면 좋겠어요 제 폰만 이런줄 알았는데 다른분들 리뷰도 보니까 비슷하네요,1,False,요즘 왜이러나요,켕켕킹,"{'id': 12171238, 'body': '안녕하세요. 네이버 담당자입니다. \n앱 초기화는 iOS 13에서 발생하는 버그로, iOS 13.2.2 로 업데이트 후 다시 확인을 부탁드리겠습니다. 업데이트 이후에도 문제가 발생한다면 고객센터로 접수 부탁드립니다.\n감사합니다.', 'modified': '2019-12-03T02:02:27Z'}"
55,2023-08-30 17:39:23,"버전 업그레이드 후 너무불편함.
홈화면 클립 메뉴 불편해서 삭제 또는 다른 메뉴로 변경하려는데 불가함.
그리고 홈화면 하단에 불필요 정보가 너무많아 보고싶지않은 정보로 가독성이 떨어지므로 메뉴 변경기능 필요함.",1,False,홈화면 하단메뉴 변경기능 추가,별명 작성도 불편하네,
56,2020-04-27 00:02:46,"아니 무슨 이정도의 큰 회사에서 만들어낸 앱이 대학교 과제 앱 보다 못하게 만들어 놨나요
동영상 다시보기 보면서 끊기는게 정도것이여야지 일부러 광고 노출 더 시키려는 수작인가 아니면 진짜 앱을 못 만드는건가 모르겠네요",1,False,리뷰 한번도 안 남겨봤는데 도저히 못 참겠네요,죤놔,
57,2019-07-20 03:15:17,네이버 블로그만봐도 배경음 연동도 안되고 이해안되는 레이아웃등 10년은 뒤쳐져있고 이 네이버 앱만봐도 열려있는 페이지 찾으려해도 몇번을 눌러야하고 가운데 버튼은 왜 있는지 모르겠고 사진 확대만 하려고 했는데 갑자기 꺼지는 버그 등 고객 니즈를 전혀 고려를 안한 앱인게 확연히 눈에 보임.,1,False,네이버는 앱이나 플랫폼은 진짜 못만드는듯,쉥커,
58,2019-02-27 22:59:35,진심으로 랙만 걸리고 진짜 불편하고 짜증나네요 원래리뷰같은거 안남기는데 이런식으로 만들 돈으로 다른거에 투자하시는게 나를것같네요 바로 어플 지웠고 제가 리뷰왠간하면 안남기는데 진짜 너무 불편해서남깁니다,1,False,진심으로 별로네요 어플 지웠습니다,감아감아감아,
59,2022-01-25 06:37:49,otp때문에 쓰는데 엉망임 인증도 안되구 강제로 다른 네이버 설치 요구하고 뭐여 이 쓰레기는//이젠 네이버 어플 메일에선 드래그 기능조차 안되네 이러면 누가 쓰냐,1,False,otp도 제대로 작동 안함,바르고고운말을쓰자,
60,2019-02-28 02:40:49,"불편한게 좀 많네요 ㅋㅋ.. 홈화면으로 돌아왔을때 이전페이지로 못가는거, 홈화면에서 새고 안되는거 너무 불편해요",2,False,개인적으로는 업데이트 마음에 드는데..,별명뭐라고하지할게없네,
61,2021-04-23 23:31:49,"업데이트하고 제 홈메뉴 네이퍼베이 잔액도 안뜨고 바로가기로 왜 전환된건지 모르겠어요
즐겨찾기를 해도 목록이 전부 다떠서 정신사납고 지우기도 없도 이번 업댓 괜히했어요
다시 예전처럼 네이버페이 잔액도 보이면 좋겠어요 바로가기메뉴는 정말 의미없는 쓸모없는 메뉴입니다",1,False,다시 전버전으로 돌려줘요..,chuhee5,
62,2020-04-09 02:58:54,"(아이폰11프로)
앱 실행후 상하 스크롤이 안되는 현상 있음
첫 화면에서 다음 섹션으로 전환후에도 일시정지현상 있음
오류 개선필요",2,False,스크롤 오류,아이분,
